data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3112', 'est[0.88,0.44,0.09,58]']"
"['5B01[4.00,4.00,0.00]=1.62', '592F[4.00,0.00,0.00]=3.29', '1495[0.00,4.00,0.00]=3.84', 'CD37[0.00,0.00,0.00]=4.33', 'le_us=2563', 'est[3.40,2.93,-1.12,25]']"
"['5B01[4.00,4.00,0.00]=1.57', '592F[4.00,0.00,0.00]=3.34', '1495[0.00,4.00,0.00]=3.82', 'CD37[0.00,0.00,0.00]=4.35', 'le_us=2563', 'est[3.43,2.97,-1.14,24]']"
"['5B01[4.00,4.00,0.00]=1.54', '592F[4.00,0.00,0.00]=3.37', '1495[0.00,4.00,0.00]=3.83', 'CD37[0.00,0.00,0.00]=4.31', 'le_us=2746', 'est[3.30,3.01,-1.01,53]']"
"['5B01[4.00,4.00,0.00]=1.54', '592F[4.00,0.00,0.00]=3.35', '1495[0.00,4.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.33', 'le_us=2594', 'est[3.35,3.03,-1.05,24]']"
"['5B01[4.00,4.00,0.00]=1.47', '592F[4.00,0.00,0.00]=3.43', '1495[0.00,4.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.37', 'le_us=2716', 'est[3.24,3.07,-0.93,51]']"
"['5B01[4.00,4.00,0.00]=1.52', '592F[4.00,0.00,0.00]=3.43', '1495[0.00,4.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.43', 'le_us=2532', 'est[3.31,3.10,-1.00,21]']"
"['5B01[4.00,4.00,0.00]=1.46', '592F[4.00,0.00,0.00]=3.52', '1495[0.00,4.00,0.00]=3.72', 'CD37[0.00,0.00,0.00]=4.41', 'le_us=2563', 'est[3.35,3.15,-1.04,21]']"
"['5B01[4.00,4.00,0.00]=1.49', '592F[4.00,0.00,0.00]=3.50', '1495[0.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=4.45', 'le_us=2563', 'est[3.37,3.18,-1.06,23]']"
"['5B01[4.00,4.00,0.00]=1.48', '592F[4.00,0.00,0.00]=3.59', '1495[0.00,4.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.45', 'le_us=2532', 'est[3.24,3.22,-0.97,52]']"
"['5B01[4.00,4.00,0.00]=1.49', '592F[4.00,0.00,0.00]=3.56', '1495[0.00,4.00,0.00]=3.73', 'CD37[0.00,0.00,0.00]=4.50', 'le_us=2532', 'est[3.30,3.24,-1.03,20]']"
"['5B01[4.00,4.00,0.00]=1.46', '592F[4.00,0.00,0.00]=3.57', '1495[0.00,4.00,0.00]=3.75', 'CD37[0.00,0.00,0.00]=4.51', 'le_us=2563', 'est[3.34,3.26,-1.07,19]']"
"['5B01[4.00,4.00,0.00]=1.42', '592F[4.00,0.00,0.00]=3.60', '1495[0.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=4.53', 'le_us=2594', 'est[3.37,3.29,-1.09,21]']"
"['5B01[4.00,4.00,0.00]=1.37', '592F[4.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=3.73', 'CD37[0.00,0.00,0.00]=4.59', 'le_us=2594', 'est[3.40,3.32,-1.10,17]']"
"['5B01[4.00,4.00,0.00]=1.38', '592F[4.00,0.00,0.00]=3.70', '1495[0.00,4.00,0.00]=3.72', 'CD37[0.00,0.00,0.00]=4.51', 'le_us=2502', 'est[3.26,3.36,-0.95,54]']"
"['5B01[4.00,4.00,0.00]=1.30', '1495[0.00,4.00,0.00]=3.69', '592F[4.00,0.00,0.00]=3.71', 'CD37[0.00,0.00,0.00]=4.49', 'le_us=2502', 'est[3.32,3.22,-0.67,53]']"
"['5B01[4.00,4.00,0.00]=1.29', '592F[4.00,0.00,0.00]=3.78', '1495[0.00,4.00,0.00]=3.73', 'CD37[0.00,0.00,0.00]=4.52', 'le_us=2716', 'est[3.18,3.33,-0.64,56]']"
"['5B01[4.00,4.00,0.00]=1.26', '1495[0.00,4.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.77', 'CD37[0.00,0.00,0.00]=4.61', 'le_us=2594', 'est[3.26,3.39,-0.22,15]']"
"['5B01[4.00,4.00,0.00]=1.23', '1495[0.00,4.00,0.00]=3.69', '592F[4.00,0.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.56', 'le_us=2716', 'est[3.15,3.46,-0.29,57]']"
"['5B01[4.00,4.00,0.00]=1.23', '1495[0.00,4.00,0.00]=3.67', '592F[4.00,0.00,0.00]=3.83', 'CD37[0.00,0.00,0.00]=4.65', 'le_us=2502', 'est[3.23,3.35,-0.08,55]']"
"['5B01[4.00,4.00,0.00]=1.14', '1495[0.00,4.00,0.00]=3.63', '592F[4.00,0.00,0.00]=3.85', 'CD37[0.00,0.00,0.00]=4.61', 'le_us=2716', 'est[3.13,3.45,-0.15,58]']"
"['5B01[4.00,4.00,0.00]=1.16', '1495[0.00,4.00,0.00]=3.60', '592F[4.00,0.00,0.00]=3.86', 'CD37[0.00,0.00,0.00]=4.68', 'le_us=2594', 'est[3.21,3.51,0.13,19]']"
"['5B01[4.00,4.00,0.00]=1.13', '1495[0.00,4.00,0.00]=3.62', '592F[4.00,0.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.70', 'le_us=2685', 'est[3.28,3.42,0.23,56]']"
"['5B01[4.00,4.00,0.00]=1.17', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2685', 'est[3.33,3.33,0.29,56]']"
"['5B01[4.00,4.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.95', '1495[0.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=4.65', 'le_us=2899', 'est[3.20,3.48,0.09,61]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.95', 'CD37[0.00,0.00,0.00]=4.69', 'le_us=2685', 'est[3.28,3.38,0.16,56]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.68', '592F[4.00,0.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.68', 'le_us=2746', 'est[3.17,3.49,0.01,59]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.94', 'CD37[0.00,0.00,0.00]=4.64', 'le_us=2685', 'est[3.25,3.37,0.10,55]']"
"['5B01[4.00,4.00,0.00]=1.10', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.88', 'CD37[0.00,0.00,0.00]=4.68', 'le_us=2746', 'est[3.16,3.48,-0.02,59]']"
"['5B01[4.00,4.00,0.00]=1.09', '1495[0.00,4.00,0.00]=3.65', '592F[4.00,0.00,0.00]=3.89', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2716', 'est[3.08,3.56,-0.08,59]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.58', '592F[4.00,0.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.72', 'le_us=2716', 'est[3.17,3.62,0.18,23]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.61', '592F[4.00,0.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.68', 'le_us=2716', 'est[3.25,3.49,0.26,56]']"
"['5B01[4.00,4.00,0.00]=1.14', '1495[0.00,4.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.70', 'le_us=2716', 'est[3.16,3.56,0.06,59]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2685', 'est[3.24,3.44,0.15,56]']"
"['1495[0.00,4.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.66', 'le_us=701', 'est[3.13,3.34,-0.42,57]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2746', 'est[3.07,3.45,-0.42,59]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.90', 'CD37[0.00,0.00,0.00]=4.71', 'le_us=2716', 'est[3.17,3.52,-0.07,17]']"
"['5B01[4.00,4.00,0.00]=1.13', '1495[0.00,4.00,0.00]=3.62', '592F[4.00,0.00,0.00]=3.96', 'CD37[0.00,0.00,0.00]=4.60', 'le_us=2929', 'est[3.06,3.63,-0.14,61]']"
"['5B01[4.00,4.00,0.00]=1.13', '1495[0.00,4.00,0.00]=3.67', '592F[4.00,0.00,0.00]=3.86', 'CD37[0.00,0.00,0.00]=4.65', 'le_us=2777', 'est[3.01,3.66,-0.21,59]']"
"['5B01[4.00,4.00,0.00]=1.14', '1495[0.00,4.00,0.00]=3.65', '592F[4.00,0.00,0.00]=3.89', 'CD37[0.00,0.00,0.00]=4.68', 'le_us=2746', 'est[2.97,3.70,-0.27,59]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.66', 'le_us=2716', 'est[3.10,3.54,-0.10,55]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.62', '592F[4.00,0.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.71', 'le_us=2807', 'est[3.20,3.59,0.16,20]']"
"['5B01[4.00,4.00,0.00]=1.14', '1495[0.00,4.00,0.00]=3.67', '592F[4.00,0.00,0.00]=3.86', 'CD37[0.00,0.00,0.00]=4.75', 'le_us=2594', 'est[3.28,3.62,0.37,14]']"
"['5B01[4.00,4.00,0.00]=1.10', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.70', 'le_us=2716', 'est[3.33,3.49,0.38,56]']"
"['5B01[4.00,4.00,0.00]=1.11', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.70', 'le_us=2716', 'est[3.38,3.39,0.39,56]']"
"['5B01[4.00,4.00,0.00]=1.13', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.88', 'CD37[0.00,0.00,0.00]=4.68', 'le_us=2746', 'est[3.25,3.49,0.18,59]']"
"['5B01[4.00,4.00,0.00]=1.14', '1495[0.00,4.00,0.00]=3.65', '592F[4.00,0.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.73', 'le_us=2777', 'est[3.31,3.56,0.39,16]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.63', '592F[4.00,0.00,0.00]=3.90', 'CD37[0.00,0.00,0.00]=4.69', 'le_us=2746', 'est[3.20,3.62,0.18,59]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.63', '592F[4.00,0.00,0.00]=3.89', 'CD37[0.00,0.00,0.00]=4.79', 'le_us=2868', 'est[3.27,3.65,0.38,19]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.62', '592F[4.00,0.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.63', 'le_us=2899', 'est[3.16,3.71,0.15,60]']"
"['5B01[4.00,4.00,0.00]=1.16', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.90', 'CD37[0.00,0.00,0.00]=4.76', 'le_us=2594', 'est[3.24,3.72,0.36,16]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.65', '592F[4.00,0.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.69', 'le_us=2716', 'est[3.16,3.73,0.15,59]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.67', '592F[4.00,0.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2655', 'est[3.25,3.56,0.20,56]']"
"['5B01[4.00,4.00,0.00]=1.18', '1495[0.00,4.00,0.00]=3.71', '592F[4.00,0.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.63', 'le_us=2716', 'est[3.13,3.62,0.06,59]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.62', 'le_us=2716', 'est[3.22,3.47,0.12,55]']"
"['5B01[4.00,4.00,0.00]=1.17', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.90', 'CD37[0.00,0.00,0.00]=4.64', 'le_us=2685', 'est[3.29,3.36,0.20,55]']"
"['5B01[4.00,4.00,0.00]=1.10', '1495[0.00,4.00,0.00]=3.63', '592F[4.00,0.00,0.00]=3.90', 'CD37[0.00,0.00,0.00]=4.70', 'le_us=2685', 'est[3.34,3.30,0.25,56]']"
"['5B01[4.00,4.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.69', 'le_us=2685', 'est[3.38,3.25,0.28,56]']"
"['5B01[4.00,4.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.19', '1495[0.00,4.00,0.00]=3.54', 'CD37[0.00,0.00,0.00]=4.60', 'le_us=2807', 'est[3.38,3.22,0.13,54]']"
"['5B01[4.00,4.00,0.00]=1.14', '592F[4.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=4.62', 'le_us=2563', 'est[3.41,3.27,-0.11,23]']"
"['5B01[4.00,4.00,0.00]=1.22', '592F[4.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=3.73', 'CD37[0.00,0.00,0.00]=4.64', 'le_us=2502', 'est[3.44,3.19,0.02,56]']"
"['5B01[4.00,4.00,0.00]=1.23', '592F[4.00,0.00,0.00]=3.84', '1495[0.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=4.68', 'le_us=2563', 'est[3.45,3.31,-0.25,14]']"
"['5B01[4.00,4.00,0.00]=1.39', '592F[4.00,0.00,0.00]=3.77', '1495[0.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=4.63', 'le_us=2563', 'est[3.45,3.36,-0.48,15]']"
"['5B01[4.00,4.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.28', '1495[0.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=4.66', 'le_us=2868', 'est[3.47,3.32,-0.51,55]']"
"['5B01[4.00,4.00,0.00]=1.09', '592F[4.00,0.00,0.00]=3.19', '1495[0.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=4.58', 'le_us=2960', 'est[3.45,3.28,-0.53,48]']"
"['5B01[4.00,4.00,0.00]=1.13', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=4.65', 'le_us=2807', 'est[3.46,3.23,-0.51,56]']"
"['5B01[4.00,4.00,0.00]=1.13', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=4.61', 'le_us=2807', 'est[3.47,3.18,-0.45,55]']"
"['5B01[4.00,4.00,0.00]=1.14', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.55', 'CD37[0.00,0.00,0.00]=4.60', 'le_us=2777', 'est[3.45,3.15,-0.41,54]']"
"['5B01[4.00,4.00,0.00]=1.18', '592F[4.00,0.00,0.00]=3.41', '1495[0.00,4.00,0.00]=3.44', 'CD37[0.00,0.00,0.00]=4.66', 'le_us=2807', 'est[3.41,3.18,-0.47,37]']"
"['5B01[4.00,4.00,0.00]=1.20', '592F[4.00,0.00,0.00]=3.35', '1495[0.00,4.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.61', 'le_us=2777', 'est[3.49,3.19,-0.57,41]']"
"['5B01[4.00,4.00,0.00]=1.14', '592F[4.00,0.00,0.00]=3.27', '1495[0.00,4.00,0.00]=3.59', 'CD37[0.00,0.00,0.00]=4.69', 'le_us=2838', 'est[3.48,3.19,-0.57,52]']"
"['5B01[4.00,4.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.20', '1495[0.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=4.61', 'le_us=3021', 'est[3.49,3.17,-0.55,57]']"
"['5B01[4.00,4.00,0.00]=1.13', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.58', 'CD37[0.00,0.00,0.00]=4.56', 'le_us=3418', 'est[3.49,3.14,-0.56,56]']"
"['5B01[4.00,4.00,0.00]=1.09', '592F[4.00,0.00,0.00]=3.38', '1495[0.00,4.00,0.00]=3.59', 'CD37[0.00,0.00,0.00]=4.63', 'le_us=2624', 'est[3.48,3.18,-0.58,45]']"
"['5B01[4.00,4.00,0.00]=1.15', '592F[4.00,0.00,0.00]=3.81', '1495[0.00,4.00,0.00]=3.63', 'CD37[0.00,0.00,0.00]=4.60', 'le_us=2716', 'est[3.32,3.31,-0.53,58]']"
"['5B01[4.00,4.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.37', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.60', 'le_us=2777', 'est[3.37,3.30,-0.57,44]']"
"['5B01[4.00,4.00,0.00]=1.13', '592F[4.00,0.00,0.00]=3.81', '1495[0.00,4.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2716', 'est[3.39,3.39,-0.66,21]']"
"['5B01[4.00,4.00,0.00]=1.15', '592F[4.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=4.60', 'le_us=2899', 'est[3.25,3.47,-0.59,58]']"
"['5B01[4.00,4.00,0.00]=1.13', '1495[0.00,4.00,0.00]=3.56', '592F[4.00,0.00,0.00]=3.82', 'CD37[0.00,0.00,0.00]=4.64', 'le_us=2746', 'est[3.30,3.52,-0.21,25]']"
"['5B01[4.00,4.00,0.00]=1.16', '1495[0.00,4.00,0.00]=3.60', '592F[4.00,0.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.62', 'le_us=2746', 'est[3.33,3.55,0.08,20]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.61', '592F[4.00,0.00,0.00]=3.49', 'CD37[0.00,0.00,0.00]=4.63', 'le_us=2594', 'est[3.37,3.50,0.26,31]']"
"['5B01[4.00,4.00,0.00]=1.14', '1495[0.00,4.00,0.00]=3.60', '592F[4.00,0.00,0.00]=3.83', 'CD37[0.00,0.00,0.00]=4.60', 'le_us=2716', 'est[3.23,3.56,0.12,58]']"
"['5B01[4.00,4.00,0.00]=1.11', '1495[0.00,4.00,0.00]=3.62', '592F[4.00,0.00,0.00]=3.81', 'CD37[0.00,0.00,0.00]=4.65', 'le_us=2746', 'est[3.29,3.59,0.32,21]']"
"['5B01[4.00,4.00,0.00]=1.24', '1495[0.00,4.00,0.00]=3.50', '592F[4.00,0.00,0.00]=3.37', 'CD37[0.00,0.00,0.00]=4.61', 'le_us=2838', 'est[3.31,3.50,0.42,36]']"
"['5B01[4.00,4.00,0.00]=1.24', '1495[0.00,4.00,0.00]=3.52', '592F[4.00,0.00,0.00]=3.37', 'CD37[0.00,0.00,0.00]=4.60', 'le_us=2899', 'est[3.32,3.43,0.49,37]']"
"['5B01[4.00,4.00,0.00]=1.19', '1495[0.00,4.00,0.00]=3.56', '592F[4.00,0.00,0.00]=3.38', 'CD37[0.00,0.00,0.00]=4.48', 'le_us=2746', 'est[3.34,3.39,0.55,39]']"
"['5B01[4.00,4.00,0.00]=1.22', '1495[0.00,4.00,0.00]=3.48', '592F[4.00,0.00,0.00]=3.43', 'CD37[0.00,0.00,0.00]=4.49', 'le_us=2594', 'est[3.34,3.36,0.59,33]']"
"['5B01[4.00,4.00,0.00]=1.26', '1495[0.00,4.00,0.00]=3.49', '592F[4.00,0.00,0.00]=3.41', 'CD37[0.00,0.00,0.00]=4.47', 'le_us=2594', 'est[3.33,3.34,0.63,34]']"
"['5B01[4.00,4.00,0.00]=1.25', '1495[0.00,4.00,0.00]=3.46', '592F[4.00,0.00,0.00]=3.96', 'CD37[0.00,0.00,0.00]=4.46', 'le_us=2868', 'est[3.33,3.25,0.54,51]']"
"['5B01[4.00,4.00,0.00]=1.28', '592F[4.00,0.00,0.00]=3.90', '1495[0.00,4.00,0.00]=3.44', 'CD37[0.00,0.00,0.00]=4.51', 'le_us=2685', 'est[3.31,3.20,0.53,52]']"
"['5B01[4.00,4.00,0.00]=1.27', '592F[4.00,0.00,0.00]=3.47', '1495[0.00,4.00,0.00]=3.36', 'CD37[0.00,0.00,0.00]=4.43', 'le_us=2655', 'est[3.29,3.23,0.21,37]']"
"['5B01[4.00,4.00,0.00]=1.30', '592F[4.00,0.00,0.00]=3.52', '1495[0.00,4.00,0.00]=3.43', 'CD37[0.00,0.00,0.00]=4.44', 'le_us=2624', 'est[3.28,3.26,-0.05,32]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=2.96', '1495[0.00,4.00,0.00]=3.36', 'CD37[0.00,0.00,0.00]=4.40', 'le_us=3601', 'est[3.27,3.17,-0.17,50]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.36', 'CD37[0.00,0.00,0.00]=4.39', 'le_us=3082', 'est[3.26,3.12,-0.19,53]']"
"['5B01[4.00,4.00,0.00]=1.37', '592F[4.00,0.00,0.00]=3.30', '1495[0.00,4.00,0.00]=3.31', 'CD37[0.00,0.00,0.00]=4.37', 'le_us=2868', 'est[3.23,3.12,-0.29,46]']"
"['5B01[4.00,4.00,0.00]=1.41', '592F[4.00,0.00,0.00]=3.30', '1495[0.00,4.00,0.00]=3.31', 'CD37[0.00,0.00,0.00]=4.28', 'le_us=2868', 'est[3.20,3.12,-0.38,46]']"
"['5B01[4.00,4.00,0.00]=1.41', '592F[4.00,0.00,0.00]=3.30', '1495[0.00,4.00,0.00]=3.27', 'CD37[0.00,0.00,0.00]=4.37', 'le_us=2899', 'est[3.16,3.12,-0.44,49]']"
"['5B01[4.00,4.00,0.00]=1.42', '592F[4.00,0.00,0.00]=3.23', '1495[0.00,4.00,0.00]=3.25', 'CD37[0.00,0.00,0.00]=4.27', 'le_us=2868', 'est[3.14,3.10,-0.45,52]']"
"['5B01[4.00,4.00,0.00]=1.37', '592F[4.00,0.00,0.00]=3.30', '1495[0.00,4.00,0.00]=3.21', 'CD37[0.00,0.00,0.00]=4.28', 'le_us=3265', 'est[3.13,3.08,-0.18,49]']"
"['5B01[4.00,4.00,0.00]=1.43', '592F[4.00,0.00,0.00]=3.26', '1495[0.00,4.00,0.00]=3.23', 'CD37[0.00,0.00,0.00]=4.26', 'le_us=2899', 'est[3.11,3.08,-0.26,52]']"
"['5B01[4.00,4.00,0.00]=1.48', '592F[4.00,0.00,0.00]=3.24', '1495[0.00,4.00,0.00]=3.22', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2990', 'est[3.09,3.07,-0.34,53]']"
"['5B01[4.00,4.00,0.00]=1.43', '592F[4.00,0.00,0.00]=3.27', '1495[0.00,4.00,0.00]=3.19', 'CD37[0.00,0.00,0.00]=4.19', 'le_us=3265', 'est[3.08,3.04,-0.10,54]']"
"['5B01[4.00,4.00,0.00]=1.50', '592F[4.00,0.00,0.00]=3.24', '1495[0.00,4.00,0.00]=3.15', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2868', 'est[3.05,3.04,-0.20,57]']"
"['5B01[4.00,4.00,0.00]=1.54', '592F[4.00,0.00,0.00]=3.31', '1495[0.00,4.00,0.00]=3.10', 'CD37[0.00,0.00,0.00]=4.13', 'le_us=3051', 'est[2.98,3.06,-0.31,55]']"
"['5B01[4.00,4.00,0.00]=1.50', '1495[0.00,4.00,0.00]=3.10', '592F[4.00,0.00,0.00]=3.33', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2746', 'est[2.97,3.07,-0.10,54]']"
"['5B01[4.00,4.00,0.00]=1.53', '1495[0.00,4.00,0.00]=3.08', '592F[4.00,0.00,0.00]=3.28', 'CD37[0.00,0.00,0.00]=4.19', 'le_us=2777', 'est[2.95,3.06,0.04,58]']"
"['5B01[4.00,4.00,0.00]=1.60', '1495[0.00,4.00,0.00]=3.09', '592F[4.00,0.00,0.00]=3.31', 'CD37[0.00,0.00,0.00]=4.13', 'le_us=2838', 'est[2.93,3.06,0.19,56]']"
"['5B01[4.00,4.00,0.00]=1.58', '1495[0.00,4.00,0.00]=3.01', '592F[4.00,0.00,0.00]=3.37', 'CD37[0.00,0.00,0.00]=4.08', 'le_us=3051', 'est[2.87,3.08,-0.01,58]']"
"['5B01[4.00,4.00,0.00]=1.64', '1495[0.00,4.00,0.00]=2.97', '592F[4.00,0.00,0.00]=3.40', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=2838', 'est[2.84,3.09,0.14,57]']"
"['5B01[4.00,4.00,0.00]=1.65', '1495[0.00,4.00,0.00]=2.98', '592F[4.00,0.00,0.00]=3.37', 'CD37[0.00,0.00,0.00]=4.08', 'le_us=2838', 'est[2.82,3.09,0.26,58]']"
"['5B01[4.00,4.00,0.00]=1.63', '1495[0.00,4.00,0.00]=2.90', '592F[4.00,0.00,0.00]=3.44', 'CD37[0.00,0.00,0.00]=4.10', 'le_us=2899', 'est[2.80,3.10,0.33,58]']"
"['5B01[4.00,4.00,0.00]=1.71', '1495[0.00,4.00,0.00]=2.93', '592F[4.00,0.00,0.00]=3.42', 'CD37[0.00,0.00,0.00]=4.04', 'le_us=2838', 'est[2.77,3.10,0.41,58]']"
"['5B01[4.00,4.00,0.00]=1.77', '1495[0.00,4.00,0.00]=2.89', '592F[4.00,0.00,0.00]=3.44', 'CD37[0.00,0.00,0.00]=4.00', 'le_us=2868', 'est[2.74,3.10,0.48,59]']"
"['5B01[4.00,4.00,0.00]=1.76', '1495[0.00,4.00,0.00]=2.84', '592F[4.00,0.00,0.00]=3.49', 'CD37[0.00,0.00,0.00]=4.02', 'le_us=2838', 'est[2.71,3.11,0.53,59]']"
"['5B01[4.00,4.00,0.00]=1.73', '1495[0.00,4.00,0.00]=2.85', '592F[4.00,0.00,0.00]=3.52', 'CD37[0.00,0.00,0.00]=4.01', 'le_us=3021', 'est[2.70,3.12,0.57,57]']"
"['5B01[4.00,4.00,0.00]=1.75', '1495[0.00,4.00,0.00]=2.77', '592F[4.00,0.00,0.00]=3.51', 'CD37[0.00,0.00,0.00]=4.00', 'le_us=3051', 'est[2.64,3.14,0.26,60]']"
