data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3051', 'est[0.85,0.44,-0.01,56]']"
"['CD37[0.00,0.00,0.00]=1.93', '592F[4.00,0.00,0.00]=2.29', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=4.26', 'le_us=3051', 'est[1.70,0.48,0.55,61]']"
"['CD37[0.00,0.00,0.00]=1.98', '592F[4.00,0.00,0.00]=2.31', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=4.25', 'le_us=3082', 'est[1.73,0.48,0.56,58]']"
"['CD37[0.00,0.00,0.00]=2.01', '592F[4.00,0.00,0.00]=2.29', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=4.23', 'le_us=3021', 'est[1.76,0.49,0.56,59]']"
"['CD37[0.00,0.00,0.00]=2.03', '592F[4.00,0.00,0.00]=2.24', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.16', 'le_us=2746', 'est[1.79,0.50,0.56,60]']"
"['CD37[0.00,0.00,0.00]=2.08', '592F[4.00,0.00,0.00]=2.24', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=4.22', 'le_us=3082', 'est[1.82,0.53,0.56,65]']"
"['CD37[0.00,0.00,0.00]=2.12', '592F[4.00,0.00,0.00]=2.19', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=4.16', 'le_us=3082', 'est[1.86,0.54,0.55,66]']"
"['CD37[0.00,0.00,0.00]=2.13', '592F[4.00,0.00,0.00]=2.11', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=4.13', 'le_us=3112', 'est[1.89,0.51,0.55,59]']"
"['CD37[0.00,0.00,0.00]=2.19', '592F[4.00,0.00,0.00]=2.08', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.14', 'le_us=3082', 'est[1.93,0.49,0.57,55]']"
"['CD37[0.00,0.00,0.00]=2.19', '592F[4.00,0.00,0.00]=2.13', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=4.10', 'le_us=2777', 'est[1.96,0.48,0.59,58]']"
"['CD37[0.00,0.00,0.00]=2.20', '592F[4.00,0.00,0.00]=2.13', '1495[0.00,4.00,0.00]=4.07', '5B01[4.00,4.00,0.00]=4.16', 'le_us=3082', 'est[1.98,0.46,0.62,54]']"
"['CD37[0.00,0.00,0.00]=2.18', '592F[4.00,0.00,0.00]=2.05', '1495[0.00,4.00,0.00]=4.05', '5B01[4.00,4.00,0.00]=4.15', 'le_us=3112', 'est[2.00,0.44,0.61,55]']"
"['592F[4.00,0.00,0.00]=2.06', 'CD37[0.00,0.00,0.00]=2.28', '5B01[4.00,4.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.13', 'le_us=2746', 'est[2.03,0.44,0.28,53]']"
"['592F[4.00,0.00,0.00]=1.99', 'CD37[0.00,0.00,0.00]=2.37', '5B01[4.00,4.00,0.00]=4.12', '1495[0.00,4.00,0.00]=4.09', 'le_us=3021', 'est[2.07,0.42,0.02,55]']"
"['592F[4.00,0.00,0.00]=1.99', 'CD37[0.00,0.00,0.00]=2.35', '5B01[4.00,4.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.14', 'le_us=2990', 'est[2.10,0.41,-0.17,54]']"
"['592F[4.00,0.00,0.00]=1.94', 'CD37[0.00,0.00,0.00]=2.34', '5B01[4.00,4.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.19', 'le_us=2807', 'est[2.13,0.42,-0.28,55]']"
"['592F[4.00,0.00,0.00]=1.99', 'CD37[0.00,0.00,0.00]=2.38', '5B01[4.00,4.00,0.00]=4.11', '1495[0.00,4.00,0.00]=4.16', 'le_us=2838', 'est[2.15,0.41,-0.41,54]']"
"['592F[4.00,0.00,0.00]=1.88', 'CD37[0.00,0.00,0.00]=2.39', '5B01[4.00,4.00,0.00]=4.05', '1495[0.00,4.00,0.00]=4.15', 'le_us=3021', 'est[2.18,0.41,-0.47,54]']"
"['592F[4.00,0.00,0.00]=1.90', 'CD37[0.00,0.00,0.00]=2.46', '5B01[4.00,4.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.17', 'le_us=2868', 'est[2.21,0.42,-0.53,53]']"
"['592F[4.00,0.00,0.00]=1.85', 'CD37[0.00,0.00,0.00]=2.47', '5B01[4.00,4.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.23', 'le_us=3021', 'est[2.24,0.41,-0.58,55]']"
"['592F[4.00,0.00,0.00]=1.80', 'CD37[0.00,0.00,0.00]=2.41', '5B01[4.00,4.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.18', 'le_us=3021', 'est[2.26,0.41,-0.56,53]']"
"['592F[4.00,0.00,0.00]=1.76', 'CD37[0.00,0.00,0.00]=2.49', '5B01[4.00,4.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.17', 'le_us=3051', 'est[2.29,0.40,-0.57,54]']"
"['592F[4.00,0.00,0.00]=1.76', 'CD37[0.00,0.00,0.00]=2.54', '5B01[4.00,4.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.20', 'le_us=3021', 'est[2.32,0.42,-0.58,53]']"
"['592F[4.00,0.00,0.00]=1.74', 'CD37[0.00,0.00,0.00]=2.54', '5B01[4.00,4.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.21', 'le_us=3021', 'est[2.35,0.41,-0.60,55]']"
"['592F[4.00,0.00,0.00]=1.72', 'CD37[0.00,0.00,0.00]=2.52', '5B01[4.00,4.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.21', 'le_us=3021', 'est[2.37,0.40,-0.59,54]']"
"['592F[4.00,0.00,0.00]=1.68', 'CD37[0.00,0.00,0.00]=2.58', '5B01[4.00,4.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.26', 'le_us=2990', 'est[2.40,0.39,-0.59,55]']"
"['592F[4.00,0.00,0.00]=1.63', 'CD37[0.00,0.00,0.00]=2.61', '5B01[4.00,4.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.31', 'le_us=3051', 'est[2.40,0.39,-0.30,55]']"
"['592F[4.00,0.00,0.00]=1.61', 'CD37[0.00,0.00,0.00]=2.67', '5B01[4.00,4.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.24', 'le_us=2990', 'est[2.44,0.41,-0.37,53]']"
"['592F[4.00,0.00,0.00]=1.60', 'CD37[0.00,0.00,0.00]=2.63', '5B01[4.00,4.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.23', 'le_us=3051', 'est[2.47,0.41,-0.40,54]']"
"['592F[4.00,0.00,0.00]=1.55', 'CD37[0.00,0.00,0.00]=2.74', '5B01[4.00,4.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.29', 'le_us=3051', 'est[2.51,0.41,-0.45,54]']"
"['592F[4.00,0.00,0.00]=1.54', 'CD37[0.00,0.00,0.00]=2.74', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.29', 'le_us=2990', 'est[2.54,0.42,-0.48,54]']"
"['592F[4.00,0.00,0.00]=1.50', 'CD37[0.00,0.00,0.00]=2.74', '5B01[4.00,4.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.27', 'le_us=3021', 'est[2.57,0.43,-0.48,53]']"
"['592F[4.00,0.00,0.00]=1.47', 'CD37[0.00,0.00,0.00]=2.77', '5B01[4.00,4.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.38', 'le_us=3051', 'est[2.58,0.43,-0.21,55]']"
"['592F[4.00,0.00,0.00]=1.47', 'CD37[0.00,0.00,0.00]=2.76', '5B01[4.00,4.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.34', 'le_us=3021', 'est[2.61,0.43,-0.28,54]']"
"['592F[4.00,0.00,0.00]=1.42', 'CD37[0.00,0.00,0.00]=2.82', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.39', 'le_us=3021', 'est[2.64,0.42,-0.34,55]']"
"['592F[4.00,0.00,0.00]=1.44', 'CD37[0.00,0.00,0.00]=2.85', '5B01[4.00,4.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.36', 'le_us=3051', 'est[2.67,0.43,-0.39,54]']"
"['592F[4.00,0.00,0.00]=1.36', 'CD37[0.00,0.00,0.00]=2.87', '5B01[4.00,4.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.38', 'le_us=2807', 'est[2.70,0.43,-0.41,55]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=2.88', '5B01[4.00,4.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.42', 'le_us=3082', 'est[2.73,0.42,-0.42,55]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=2.89', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.48', 'le_us=3021', 'est[2.75,0.43,-0.41,55]']"
"['592F[4.00,0.00,0.00]=1.29', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.46', 'le_us=3051', 'est[2.78,0.43,-0.41,55]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.45', 'le_us=2777', 'est[2.81,0.42,-0.44,57]']"
"['592F[4.00,0.00,0.00]=1.24', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.51', 'le_us=2807', 'est[2.84,0.41,-0.46,57]']"
"['592F[4.00,0.00,0.00]=1.18', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.58', 'le_us=3082', 'est[2.88,0.40,-0.47,57]']"
"['592F[4.00,0.00,0.00]=1.18', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.50', 'le_us=2990', 'est[2.92,0.45,-0.50,54]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=3.11', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.51', 'le_us=2777', 'est[2.95,0.45,-0.52,57]']"
"['CD37[0.00,0.00,0.00]=3.19', '5B01[4.00,4.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.60', 'le_us=732', 'est[2.93,0.49,-0.08,55]']"
"['592F[4.00,0.00,0.00]=1.10', 'CD37[0.00,0.00,0.00]=3.23', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.59', 'le_us=2807', 'est[2.98,0.48,-0.19,57]']"
"['592F[4.00,0.00,0.00]=1.05', 'CD37[0.00,0.00,0.00]=3.25', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.64', 'le_us=2777', 'est[3.03,0.47,-0.27,58]']"
"['592F[4.00,0.00,0.00]=1.03', 'CD37[0.00,0.00,0.00]=3.30', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.60', 'le_us=2929', 'est[3.08,0.45,-0.34,59]']"
"['592F[4.00,0.00,0.00]=1.02', 'CD37[0.00,0.00,0.00]=3.26', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.67', 'le_us=2746', 'est[3.11,0.43,-0.38,59]']"
"['592F[4.00,0.00,0.00]=0.95', 'CD37[0.00,0.00,0.00]=3.26', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.71', 'le_us=3234', 'est[3.15,0.45,-0.42,51]']"
"['592F[4.00,0.00,0.00]=0.98', 'CD37[0.00,0.00,0.00]=3.28', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.73', 'le_us=3051', 'est[3.15,0.43,-0.18,59]']"
"['592F[4.00,0.00,0.00]=1.00', 'CD37[0.00,0.00,0.00]=3.31', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.68', 'le_us=2807', 'est[3.17,0.43,-0.26,59]']"
"['592F[4.00,0.00,0.00]=0.90', 'CD37[0.00,0.00,0.00]=3.33', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.75', 'le_us=3234', 'est[3.21,0.45,-0.33,47]']"
"['592F[4.00,0.00,0.00]=0.91', 'CD37[0.00,0.00,0.00]=3.36', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.74', 'le_us=2990', 'est[3.25,0.48,-0.39,42]']"
"['592F[4.00,0.00,0.00]=0.85', 'CD37[0.00,0.00,0.00]=3.38', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.71', 'le_us=3173', 'est[3.22,0.42,-0.16,60]']"
"['592F[4.00,0.00,0.00]=0.88', 'CD37[0.00,0.00,0.00]=3.39', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.77', 'le_us=2990', 'est[3.26,0.45,-0.26,41]']"
"['592F[4.00,0.00,0.00]=0.85', 'CD37[0.00,0.00,0.00]=3.43', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.81', 'le_us=2777', 'est[3.29,0.44,-0.30,59]']"
"['592F[4.00,0.00,0.00]=0.82', 'CD37[0.00,0.00,0.00]=3.50', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.76', 'le_us=2929', 'est[3.33,0.43,-0.34,53]']"
"['592F[4.00,0.00,0.00]=0.79', 'CD37[0.00,0.00,0.00]=3.52', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.80', 'le_us=2929', 'est[3.37,0.43,-0.36,53]']"
"['592F[4.00,0.00,0.00]=0.76', 'CD37[0.00,0.00,0.00]=3.56', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.87', 'le_us=2929', 'est[3.41,0.42,-0.37,50]']"
"['592F[4.00,0.00,0.00]=0.77', 'CD37[0.00,0.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.91', 'le_us=2777', 'est[3.44,0.42,-0.40,45]']"
"['592F[4.00,0.00,0.00]=0.71', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.84', 'le_us=2929', 'est[3.47,0.41,-0.40,47]']"
"['592F[4.00,0.00,0.00]=0.63', 'CD37[0.00,0.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.86', 'le_us=3143', 'est[3.44,0.37,-0.18,62]']"
"['592F[4.00,0.00,0.00]=0.69', 'CD37[0.00,0.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.92', 'le_us=2929', 'est[3.48,0.37,-0.24,44]']"
"['592F[4.00,0.00,0.00]=0.62', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.93', 'le_us=2960', 'est[3.51,0.38,-0.24,56]']"
"['592F[4.00,0.00,0.00]=0.68', 'CD37[0.00,0.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.97', 'le_us=2990', 'est[3.54,0.41,-0.30,49]']"
"['592F[4.00,0.00,0.00]=0.63', 'CD37[0.00,0.00,0.00]=3.55', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.94', 'le_us=2990', 'est[3.55,0.43,-0.32,55]']"
"['592F[4.00,0.00,0.00]=0.65', 'CD37[0.00,0.00,0.00]=3.55', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.95', 'le_us=2990', 'est[3.56,0.44,-0.34,50]']"
"['592F[4.00,0.00,0.00]=0.64', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.97', 'le_us=2990', 'est[3.58,0.45,-0.36,52]']"
"['592F[4.00,0.00,0.00]=0.68', '5B01[4.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=3.59', '1495[0.00,4.00,0.00]=4.93', 'le_us=2990', 'est[3.59,0.47,-0.38,56]']"
"['592F[4.00,0.00,0.00]=0.71', '5B01[4.00,4.00,0.00]=3.62', 'CD37[0.00,0.00,0.00]=3.54', '1495[0.00,4.00,0.00]=4.93', 'le_us=3234', 'est[3.59,0.48,-0.40,44]']"
"['592F[4.00,0.00,0.00]=0.64', '5B01[4.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=4.94', 'le_us=2929', 'est[3.58,0.44,-0.22,55]']"
"['592F[4.00,0.00,0.00]=0.70', '5B01[4.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.89', 'le_us=2929', 'est[3.57,0.43,-0.07,53]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.70', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.89', 'le_us=2929', 'est[3.59,0.42,-0.16,45]']"
"['592F[4.00,0.00,0.00]=0.68', '5B01[4.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=3.54', '1495[0.00,4.00,0.00]=4.91', 'le_us=2990', 'est[3.59,0.45,-0.22,53]']"
"['592F[4.00,0.00,0.00]=0.65', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.54', '1495[0.00,4.00,0.00]=4.90', 'le_us=2990', 'est[3.59,0.47,-0.25,58]']"
"['592F[4.00,0.00,0.00]=0.69', '5B01[4.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=3.51', '1495[0.00,4.00,0.00]=4.89', 'le_us=2990', 'est[3.58,0.48,-0.28,51]']"
"['592F[4.00,0.00,0.00]=0.68', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.91', 'le_us=2960', 'est[3.57,0.46,-0.13,55]']"
"['592F[4.00,0.00,0.00]=0.68', '5B01[4.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.99', 'le_us=2807', 'est[3.54,0.42,0.02,56]']"
"['592F[4.00,0.00,0.00]=0.65', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.89', 'le_us=2990', 'est[3.55,0.42,-0.06,52]']"
"['592F[4.00,0.00,0.00]=0.64', 'CD37[0.00,0.00,0.00]=3.60', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.93', 'le_us=2990', 'est[3.56,0.40,-0.13,57]']"
"['592F[4.00,0.00,0.00]=0.67', 'CD37[0.00,0.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.89', 'le_us=2929', 'est[3.56,0.39,-0.17,56]']"
"['592F[4.00,0.00,0.00]=0.69', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.89', 'le_us=3234', 'est[3.56,0.40,-0.22,49]']"
"['592F[4.00,0.00,0.00]=0.65', 'CD37[0.00,0.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.90', 'le_us=2990', 'est[3.56,0.40,-0.22,58]']"
"['592F[4.00,0.00,0.00]=0.65', 'CD37[0.00,0.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.86', 'le_us=2990', 'est[3.56,0.41,-0.22,57]']"
"['592F[4.00,0.00,0.00]=0.64', 'CD37[0.00,0.00,0.00]=3.56', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.98', 'le_us=3265', 'est[3.57,0.42,-0.28,45]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.60', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.93', 'le_us=3021', 'est[3.57,0.41,-0.30,50]']"
"['592F[4.00,0.00,0.00]=0.66', 'CD37[0.00,0.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.94', 'le_us=3021', 'est[3.58,0.44,-0.33,55]']"
"['592F[4.00,0.00,0.00]=0.69', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.60', '1495[0.00,4.00,0.00]=4.85', 'le_us=2990', 'est[3.57,0.43,-0.16,51]']"
"['592F[4.00,0.00,0.00]=0.67', 'CD37[0.00,0.00,0.00]=3.47', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.89', 'le_us=3417', 'est[3.56,0.44,-0.21,49]']"
"['592F[4.00,0.00,0.00]=0.64', 'CD37[0.00,0.00,0.00]=3.51', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.95', 'le_us=3387', 'est[3.56,0.44,-0.25,45]']"
"['592F[4.00,0.00,0.00]=0.62', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.57', '1495[0.00,4.00,0.00]=4.94', 'le_us=2990', 'est[3.58,0.46,-0.28,59]']"
"['592F[4.00,0.00,0.00]=0.67', '5B01[4.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=3.57', '1495[0.00,4.00,0.00]=4.88', 'le_us=2960', 'est[3.57,0.43,-0.13,58]']"
"['592F[4.00,0.00,0.00]=0.72', '5B01[4.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=3.60', '1495[0.00,4.00,0.00]=4.90', 'le_us=2990', 'est[3.56,0.42,0.01,49]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.56', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.89', 'le_us=2960', 'est[3.55,0.41,-0.08,57]']"
"['592F[4.00,0.00,0.00]=0.69', 'CD37[0.00,0.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.88', 'le_us=2990', 'est[3.55,0.39,-0.16,56]']"
"['592F[4.00,0.00,0.00]=0.72', 'CD37[0.00,0.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.97', 'le_us=2594', 'est[3.55,0.38,-0.23,50]']"
"['592F[4.00,0.00,0.00]=0.66', 'CD37[0.00,0.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.98', 'le_us=3265', 'est[3.57,0.40,-0.28,49]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=5.01', 'le_us=2777', 'est[3.56,0.41,-0.29,55]']"
"['592F[4.00,0.00,0.00]=0.58', 'CD37[0.00,0.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.91', 'le_us=3173', 'est[3.58,0.44,-0.26,61]']"
"['592F[4.00,0.00,0.00]=0.56', '5B01[4.00,4.00,0.00]=3.69', 'CD37[0.00,0.00,0.00]=3.56', '1495[0.00,4.00,0.00]=4.88', 'le_us=3479', 'est[3.61,0.47,-0.31,58]']"
"['592F[4.00,0.00,0.00]=0.60', '5B01[4.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=3.55', '1495[0.00,4.00,0.00]=4.97', 'le_us=2960', 'est[3.61,0.46,-0.32,52]']"
"['592F[4.00,0.00,0.00]=0.60', '5B01[4.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=3.60', '1495[0.00,4.00,0.00]=5.03', 'le_us=2990', 'est[3.62,0.45,-0.35,47]']"
"['592F[4.00,0.00,0.00]=0.64', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=5.04', 'le_us=2838', 'est[3.61,0.44,-0.19,53]']"
"['592F[4.00,0.00,0.00]=0.58', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.57', '1495[0.00,4.00,0.00]=4.97', 'le_us=3173', 'est[3.61,0.44,-0.22,58]']"
"['592F[4.00,0.00,0.00]=0.58', '5B01[4.00,4.00,0.00]=3.55', 'CD37[0.00,0.00,0.00]=3.60', '1495[0.00,4.00,0.00]=5.11', 'le_us=3540', 'est[3.65,0.41,-0.29,34]']"
"['592F[4.00,0.00,0.00]=0.56', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=5.06', 'le_us=3204', 'est[3.66,0.40,-0.32,46]']"
"['592F[4.00,0.00,0.00]=0.63', '5B01[4.00,4.00,0.00]=3.59', 'CD37[0.00,0.00,0.00]=3.56', '1495[0.00,4.00,0.00]=5.06', 'le_us=3265', 'est[3.64,0.39,-0.31,58]']"
"['592F[4.00,0.00,0.00]=0.60', '5B01[4.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=5.04', 'le_us=3234', 'est[3.62,0.37,-0.13,52]']"
"['592F[4.00,0.00,0.00]=0.58', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.09', 'le_us=2777', 'est[3.61,0.37,-0.13,62]']"
"['592F[4.00,0.00,0.00]=0.60', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=5.13', 'le_us=3021', 'est[3.61,0.38,-0.14,57]']"
"['592F[4.00,0.00,0.00]=0.62', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.05', 'le_us=2807', 'est[3.60,0.38,-0.18,53]']"
"['592F[4.00,0.00,0.00]=0.64', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.09', 'le_us=2777', 'est[3.60,0.39,-0.21,51]']"
"['592F[4.00,0.00,0.00]=0.69', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=5.98', 'le_us=6011', 'est[3.60,0.39,-0.25,47]']"
"['592F[4.00,0.00,0.00]=0.67', 'CD37[0.00,0.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.64', 'le_us=4669', 'est[3.59,0.39,-0.27,56]']"
