data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.03', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.81', 'le_us=4241', 'est[0.87,0.39,0.16,57]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3540', 'est[0.86,0.37,-0.14,60]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3540', 'est[0.87,0.38,0.04,58]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3540', 'est[0.87,0.40,0.18,56]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.01', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3631', 'est[0.89,0.41,0.24,56]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.75', 'le_us=3662', 'est[0.89,0.42,0.30,57]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.70', 'le_us=3662', 'est[0.89,0.42,0.35,58]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3753', 'est[0.89,0.41,0.39,58]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3295', 'est[0.89,0.43,0.21,56]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.79', 'le_us=3570', 'est[0.86,0.39,-0.01,58]']"
"['CD37[0.00,0.00,0.00]=0.99', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3967', 'est[0.86,0.40,0.11,57]']"
"['CD37[0.00,0.00,0.00]=0.99', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3662', 'est[0.87,0.41,0.21,58]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.60', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3509', 'est[0.87,0.42,0.29,57]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3478', 'est[0.87,0.40,0.16,58]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3570', 'est[0.84,0.39,-0.02,60]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.05', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.67', 'le_us=3662', 'est[0.86,0.39,0.11,57]']"
"['CD37[0.00,0.00,0.00]=0.99', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3662', 'est[0.86,0.40,0.21,58]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.05', '1495[0.00,4.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=4.75', 'le_us=3967', 'est[0.87,0.42,0.26,56]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.67', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3662', 'est[0.88,0.41,0.06,58]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3478', 'est[0.89,0.41,0.19,57]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.75', 'le_us=3570', 'est[0.86,0.39,-0.01,58]']"
"['CD37[0.00,0.00,0.00]=0.99', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.75', 'le_us=3753', 'est[0.86,0.39,0.12,58]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3723', 'est[0.87,0.41,0.21,57]']"
"['CD37[0.00,0.00,0.00]=0.99', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.56', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3753', 'est[0.87,0.42,0.27,57]']"
"['CD37[0.00,0.00,0.00]=0.98', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.70', 'le_us=3692', 'est[0.87,0.42,0.32,58]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.01', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.75', 'le_us=4150', 'est[0.89,0.42,0.34,57]']"
"['CD37[0.00,0.00,0.00]=0.98', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3662', 'est[0.89,0.42,0.38,58]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3723', 'est[0.89,0.42,0.40,57]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.05', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3631', 'est[0.89,0.42,0.41,57]']"
"['CD37[0.00,0.00,0.00]=0.99', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.67', 'le_us=3631', 'est[0.89,0.42,0.21,58]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.80', 'le_us=3753', 'est[0.89,0.43,0.29,57]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.60', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3540', 'est[0.89,0.43,0.36,57]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3784', 'est[0.89,0.44,0.39,57]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.60', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3692', 'est[0.88,0.44,0.42,57]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.05', '1495[0.00,4.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3936', 'est[0.89,0.45,0.42,57]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.74', '5B01[4.00,4.00,0.00]=4.62', 'le_us=3234', 'est[0.90,0.45,0.45,57]']"
"['CD37[0.00,0.00,0.00]=1.13', '592F[4.00,0.00,0.00]=2.97', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3692', 'est[0.93,0.44,0.48,57]']"
"['CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.00', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3509', 'est[0.94,0.43,0.49,58]']"
"['CD37[0.00,0.00,0.00]=1.13', '592F[4.00,0.00,0.00]=2.91', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3875', 'est[0.97,0.44,0.47,55]']"
"['CD37[0.00,0.00,0.00]=1.16', '592F[4.00,0.00,0.00]=2.92', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.58', 'le_us=3601', 'est[0.99,0.43,0.23,57]']"
"['CD37[0.00,0.00,0.00]=1.20', '592F[4.00,0.00,0.00]=2.91', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.66', 'le_us=3753', 'est[1.01,0.44,0.31,55]']"
"['CD37[0.00,0.00,0.00]=1.25', '592F[4.00,0.00,0.00]=2.89', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3692', 'est[1.03,0.45,0.39,55]']"
"['CD37[0.00,0.00,0.00]=1.27', '592F[4.00,0.00,0.00]=2.80', '1495[0.00,4.00,0.00]=3.71', '5B01[4.00,4.00,0.00]=4.56', 'le_us=3723', 'est[1.07,0.44,0.42,55]']"
"['CD37[0.00,0.00,0.00]=1.27', '592F[4.00,0.00,0.00]=2.82', '1495[0.00,4.00,0.00]=3.72', '5B01[4.00,4.00,0.00]=4.64', 'le_us=3509', 'est[1.10,0.43,0.46,56]']"
"['CD37[0.00,0.00,0.00]=1.30', '592F[4.00,0.00,0.00]=2.77', '1495[0.00,4.00,0.00]=3.76', '5B01[4.00,4.00,0.00]=4.63', 'le_us=3540', 'est[1.13,0.42,0.49,56]']"
"['CD37[0.00,0.00,0.00]=1.29', '592F[4.00,0.00,0.00]=2.75', '1495[0.00,4.00,0.00]=3.72', '5B01[4.00,4.00,0.00]=4.53', 'le_us=3723', 'est[1.15,0.42,0.50,55]']"
"['CD37[0.00,0.00,0.00]=1.33', '592F[4.00,0.00,0.00]=2.74', '1495[0.00,4.00,0.00]=3.77', '5B01[4.00,4.00,0.00]=4.55', 'le_us=3753', 'est[1.18,0.41,0.52,56]']"
"['CD37[0.00,0.00,0.00]=1.33', '592F[4.00,0.00,0.00]=2.77', '1495[0.00,4.00,0.00]=3.75', '5B01[4.00,4.00,0.00]=4.55', 'le_us=3570', 'est[1.16,0.38,0.22,59]']"
"['CD37[0.00,0.00,0.00]=1.40', '592F[4.00,0.00,0.00]=2.76', '1495[0.00,4.00,0.00]=3.78', '5B01[4.00,4.00,0.00]=4.59', 'le_us=3356', 'est[1.15,0.34,0.00,59]']"
"['CD37[0.00,0.00,0.00]=1.45', '592F[4.00,0.00,0.00]=2.75', '1495[0.00,4.00,0.00]=3.76', '5B01[4.00,4.00,0.00]=4.51', 'le_us=3021', 'est[1.19,0.38,0.09,53]']"
"['CD37[0.00,0.00,0.00]=1.51', '592F[4.00,0.00,0.00]=2.76', '1495[0.00,4.00,0.00]=3.81', '5B01[4.00,4.00,0.00]=4.45', 'le_us=2807', 'est[1.23,0.40,0.20,54]']"
"['CD37[0.00,0.00,0.00]=1.54', '592F[4.00,0.00,0.00]=2.74', '1495[0.00,4.00,0.00]=3.76', '5B01[4.00,4.00,0.00]=4.39', 'le_us=2746', 'est[1.26,0.44,0.27,52]']"
"['CD37[0.00,0.00,0.00]=1.62', '592F[4.00,0.00,0.00]=2.75', '1495[0.00,4.00,0.00]=3.81', '5B01[4.00,4.00,0.00]=4.47', 'le_us=2868', 'est[1.29,0.46,0.37,53]']"
"['CD37[0.00,0.00,0.00]=1.62', '592F[4.00,0.00,0.00]=2.69', '1495[0.00,4.00,0.00]=3.85', '5B01[4.00,4.00,0.00]=4.35', 'le_us=2746', 'est[1.32,0.46,0.43,53]']"
"['CD37[0.00,0.00,0.00]=1.68', '592F[4.00,0.00,0.00]=2.70', '1495[0.00,4.00,0.00]=3.88', '5B01[4.00,4.00,0.00]=4.37', 'le_us=2746', 'est[1.35,0.46,0.50,54]']"
"['CD37[0.00,0.00,0.00]=1.70', '592F[4.00,0.00,0.00]=2.66', '1495[0.00,4.00,0.00]=3.82', '5B01[4.00,4.00,0.00]=4.46', 'le_us=3082', 'est[1.38,0.48,0.54,52]']"
"['CD37[0.00,0.00,0.00]=1.74', '592F[4.00,0.00,0.00]=2.57', '1495[0.00,4.00,0.00]=3.88', '5B01[4.00,4.00,0.00]=4.39', 'le_us=2777', 'est[1.43,0.48,0.56,52]']"
"['CD37[0.00,0.00,0.00]=1.73', '592F[4.00,0.00,0.00]=2.55', '1495[0.00,4.00,0.00]=3.87', '5B01[4.00,4.00,0.00]=4.45', 'le_us=3082', 'est[1.46,0.49,0.55,53]']"
"['CD37[0.00,0.00,0.00]=1.78', '592F[4.00,0.00,0.00]=2.49', '1495[0.00,4.00,0.00]=3.89', '5B01[4.00,4.00,0.00]=4.28', 'le_us=2777', 'est[1.50,0.49,0.55,54]']"
"['CD37[0.00,0.00,0.00]=1.82', '592F[4.00,0.00,0.00]=2.53', '1495[0.00,4.00,0.00]=3.85', '5B01[4.00,4.00,0.00]=4.35', 'le_us=3051', 'est[1.53,0.51,0.57,55]']"
"['CD37[0.00,0.00,0.00]=1.88', '592F[4.00,0.00,0.00]=2.48', '1495[0.00,4.00,0.00]=3.92', '5B01[4.00,4.00,0.00]=4.28', 'le_us=2746', 'est[1.56,0.51,0.60,53]']"
"['CD37[0.00,0.00,0.00]=1.88', '592F[4.00,0.00,0.00]=2.49', '1495[0.00,4.00,0.00]=3.91', '5B01[4.00,4.00,0.00]=4.32', 'le_us=2777', 'est[1.59,0.52,0.62,54]']"
"['CD37[0.00,0.00,0.00]=1.88', '592F[4.00,0.00,0.00]=2.45', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=4.28', 'le_us=2746', 'est[1.61,0.52,0.63,54]']"
"['CD37[0.00,0.00,0.00]=1.98', '592F[4.00,0.00,0.00]=2.39', '1495[0.00,4.00,0.00]=3.90', '5B01[4.00,4.00,0.00]=4.27', 'le_us=3082', 'est[1.66,0.53,0.63,59]']"
"['CD37[0.00,0.00,0.00]=2.02', '592F[4.00,0.00,0.00]=2.42', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=4.22', 'le_us=2746', 'est[1.69,0.54,0.67,55]']"
"['CD37[0.00,0.00,0.00]=2.04', '592F[4.00,0.00,0.00]=2.36', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=4.25', 'le_us=3112', 'est[1.72,0.56,0.67,59]']"
"['CD37[0.00,0.00,0.00]=2.04', '592F[4.00,0.00,0.00]=2.32', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=4.23', 'le_us=2807', 'est[1.75,0.55,0.68,57]']"
"['CD37[0.00,0.00,0.00]=2.07', '592F[4.00,0.00,0.00]=2.31', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=4.25', 'le_us=3112', 'est[1.78,0.55,0.68,59]']"
"['CD37[0.00,0.00,0.00]=2.08', '592F[4.00,0.00,0.00]=2.23', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.17', 'le_us=2777', 'est[1.81,0.55,0.66,61]']"
"['CD37[0.00,0.00,0.00]=2.11', '592F[4.00,0.00,0.00]=2.23', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=4.16', 'le_us=2777', 'est[1.84,0.54,0.66,60]']"
"['CD37[0.00,0.00,0.00]=2.24', '592F[4.00,0.00,0.00]=2.23', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.22', 'le_us=3112', 'est[1.88,0.51,0.72,55]']"
"['CD37[0.00,0.00,0.00]=2.09', '592F[4.00,0.00,0.00]=2.15', '1495[0.00,4.00,0.00]=4.08', '5B01[4.00,4.00,0.00]=4.14', 'le_us=2777', 'est[1.91,0.50,0.67,61]']"
"['CD37[0.00,0.00,0.00]=2.26', '592F[4.00,0.00,0.00]=2.15', '1495[0.00,4.00,0.00]=4.08', '5B01[4.00,4.00,0.00]=4.11', 'le_us=2777', 'est[1.94,0.49,0.71,53]']"
"['CD37[0.00,0.00,0.00]=2.25', '592F[4.00,0.00,0.00]=2.14', '1495[0.00,4.00,0.00]=4.06', '5B01[4.00,4.00,0.00]=4.13', 'le_us=2868', 'est[1.97,0.48,0.73,53]']"
"['CD37[0.00,0.00,0.00]=2.19', '592F[4.00,0.00,0.00]=2.11', '1495[0.00,4.00,0.00]=4.07', '5B01[4.00,4.00,0.00]=4.00', 'le_us=2807', 'est[1.99,0.50,0.68,64]']"
"['CD37[0.00,0.00,0.00]=2.32', '592F[4.00,0.00,0.00]=2.05', '1495[0.00,4.00,0.00]=4.08', '5B01[4.00,4.00,0.00]=4.06', 'le_us=2868', 'est[2.03,0.49,0.70,53]']"
"['592F[4.00,0.00,0.00]=2.04', 'CD37[0.00,0.00,0.00]=2.41', '5B01[4.00,4.00,0.00]=4.09', '1495[0.00,4.00,0.00]=4.11', 'le_us=2807', 'est[2.07,0.47,0.30,54]']"
"['592F[4.00,0.00,0.00]=1.99', 'CD37[0.00,0.00,0.00]=2.33', '5B01[4.00,4.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.17', 'le_us=2777', 'est[2.10,0.47,0.06,55]']"
"['592F[4.00,0.00,0.00]=2.00', 'CD37[0.00,0.00,0.00]=2.28', '5B01[4.00,4.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.08', 'le_us=2777', 'est[2.11,0.48,-0.10,58]']"
"['592F[4.00,0.00,0.00]=1.99', 'CD37[0.00,0.00,0.00]=2.34', '5B01[4.00,4.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.15', 'le_us=2777', 'est[2.13,0.48,-0.24,55]']"
"['592F[4.00,0.00,0.00]=1.91', 'CD37[0.00,0.00,0.00]=2.39', '5B01[4.00,4.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.17', 'le_us=3021', 'est[2.16,0.46,-0.35,54]']"
"['592F[4.00,0.00,0.00]=1.93', 'CD37[0.00,0.00,0.00]=2.52', '5B01[4.00,4.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.16', 'le_us=2868', 'est[2.21,0.46,-0.47,53]']"
"['592F[4.00,0.00,0.00]=1.88', 'CD37[0.00,0.00,0.00]=2.45', '5B01[4.00,4.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.20', 'le_us=2777', 'est[2.23,0.46,-0.53,53]']"
"['592F[4.00,0.00,0.00]=1.89', 'CD37[0.00,0.00,0.00]=2.60', '5B01[4.00,4.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.21', 'le_us=2838', 'est[2.27,0.47,-0.62,54]']"
"['592F[4.00,0.00,0.00]=1.81', 'CD37[0.00,0.00,0.00]=2.74', '5B01[4.00,4.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.14', 'le_us=2746', 'est[2.34,0.47,-0.69,52]']"
"['592F[4.00,0.00,0.00]=1.81', 'CD37[0.00,0.00,0.00]=2.66', '5B01[4.00,4.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.23', 'le_us=2868', 'est[2.37,0.48,-0.73,54]']"
"['592F[4.00,0.00,0.00]=1.77', 'CD37[0.00,0.00,0.00]=2.61', '5B01[4.00,4.00,0.00]=3.88', '1495[0.00,4.00,0.00]=4.23', 'le_us=2838', 'est[2.39,0.48,-0.73,53]']"
"['592F[4.00,0.00,0.00]=1.81', 'CD37[0.00,0.00,0.00]=2.87', '5B01[4.00,4.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.27', 'le_us=2838', 'est[2.45,0.49,-0.81,43]']"
"['592F[4.00,0.00,0.00]=1.74', 'CD37[0.00,0.00,0.00]=2.58', '5B01[4.00,4.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.18', 'le_us=3021', 'est[2.45,0.48,-0.77,53]']"
"['592F[4.00,0.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.31', 'le_us=823', 'est[2.45,0.45,-0.42,62]']"
"['592F[4.00,0.00,0.00]=1.67', 'CD37[0.00,0.00,0.00]=2.82', '5B01[4.00,4.00,0.00]=3.89', '1495[0.00,4.00,0.00]=4.24', 'le_us=2777', 'est[2.50,0.45,-0.53,55]']"
"['592F[4.00,0.00,0.00]=1.63', 'CD37[0.00,0.00,0.00]=2.80', '5B01[4.00,4.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.27', 'le_us=2746', 'est[2.53,0.44,-0.60,56]']"
"['592F[4.00,0.00,0.00]=1.62', 'CD37[0.00,0.00,0.00]=2.77', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.27', 'le_us=3021', 'est[2.56,0.45,-0.63,54]']"
"['592F[4.00,0.00,0.00]=1.60', 'CD37[0.00,0.00,0.00]=3.08', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.30', 'le_us=2746', 'est[2.64,0.45,-0.73,39]']"
"['592F[4.00,0.00,0.00]=1.49', 'CD37[0.00,0.00,0.00]=2.72', '5B01[4.00,4.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.33', 'le_us=3051', 'est[2.64,0.44,-0.66,54]']"
"['592F[4.00,0.00,0.00]=1.48', 'CD37[0.00,0.00,0.00]=2.86', '5B01[4.00,4.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.35', 'le_us=2746', 'est[2.67,0.44,-0.67,55]']"
"['592F[4.00,0.00,0.00]=1.47', 'CD37[0.00,0.00,0.00]=2.82', '5B01[4.00,4.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.38', 'le_us=3051', 'est[2.65,0.43,-0.35,55]']"
"['592F[4.00,0.00,0.00]=1.41', 'CD37[0.00,0.00,0.00]=2.82', '5B01[4.00,4.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.38', 'le_us=2990', 'est[2.67,0.43,-0.38,55]']"
"['592F[4.00,0.00,0.00]=1.41', 'CD37[0.00,0.00,0.00]=2.82', '5B01[4.00,4.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.39', 'le_us=3021', 'est[2.69,0.43,-0.41,55]']"
"['592F[4.00,0.00,0.00]=1.39', 'CD37[0.00,0.00,0.00]=2.88', '5B01[4.00,4.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.50', 'le_us=2807', 'est[2.72,0.42,-0.45,56]']"
"['592F[4.00,0.00,0.00]=1.35', 'CD37[0.00,0.00,0.00]=2.89', '5B01[4.00,4.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.47', 'le_us=3051', 'est[2.72,0.41,-0.19,56]']"
"['592F[4.00,0.00,0.00]=1.36', 'CD37[0.00,0.00,0.00]=2.74', '5B01[4.00,4.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.42', 'le_us=3234', 'est[2.72,0.42,-0.29,55]']"
"['592F[4.00,0.00,0.00]=1.31', 'CD37[0.00,0.00,0.00]=2.79', '5B01[4.00,4.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.46', 'le_us=3204', 'est[2.74,0.42,-0.36,55]']"
"['592F[4.00,0.00,0.00]=1.28', 'CD37[0.00,0.00,0.00]=2.92', '5B01[4.00,4.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.50', 'le_us=3021', 'est[2.77,0.42,-0.38,56]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=2.85', '5B01[4.00,4.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.52', 'le_us=3448', 'est[2.79,0.42,-0.42,56]']"
"['592F[4.00,0.00,0.00]=1.20', 'CD37[0.00,0.00,0.00]=2.87', '5B01[4.00,4.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.54', 'le_us=3387', 'est[2.82,0.42,-0.44,56]']"
"['592F[4.00,0.00,0.00]=1.16', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.54', 'le_us=3448', 'est[2.86,0.43,-0.47,56]']"
"['592F[4.00,0.00,0.00]=1.15', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.51', 'le_us=3143', 'est[2.89,0.45,-0.48,55]']"
"['592F[4.00,0.00,0.00]=1.14', 'CD37[0.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=4.53', 'le_us=823', 'est[2.94,0.49,-0.51,78]']"
"['592F[4.00,0.00,0.00]=1.10', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.66', 'le_us=2807', 'est[2.96,0.47,-0.46,57]']"
"['592F[4.00,0.00,0.00]=1.07', 'CD37[0.00,0.00,0.00]=3.10', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.55', 'le_us=3143', 'est[2.95,0.42,-0.21,58]']"
"['592F[4.00,0.00,0.00]=1.10', 'CD37[0.00,0.00,0.00]=3.11', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.60', 'le_us=3204', 'est[2.99,0.45,-0.31,55]']"
"['592F[4.00,0.00,0.00]=1.06', 'CD37[0.00,0.00,0.00]=3.17', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.68', 'le_us=3021', 'est[3.00,0.43,-0.09,58]']"
"['592F[4.00,0.00,0.00]=1.01', 'CD37[0.00,0.00,0.00]=3.18', '5B01[4.00,4.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.68', 'le_us=2990', 'est[3.05,0.44,-0.21,55]']"
"['592F[4.00,0.00,0.00]=0.97', 'CD37[0.00,0.00,0.00]=3.22', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.68', 'le_us=2960', 'est[3.10,0.46,-0.29,53]']"
"['592F[4.00,0.00,0.00]=0.97', 'CD37[0.00,0.00,0.00]=3.23', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.63', 'le_us=3021', 'est[3.13,0.49,-0.34,53]']"
"['592F[4.00,0.00,0.00]=0.97', 'CD37[0.00,0.00,0.00]=3.29', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.59', 'le_us=3143', 'est[3.16,0.47,-0.36,59]']"
