data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.03', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.81', 'le_us=4241', 'est[0.87,0.39,0.16,57]']"
"['592F[4.00,0.00,0.00]=0.99', 'CD37[0.00,0.00,0.00]=3.22', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.69', 'le_us=3082', 'est[3.15,0.46,-0.14,58]']"
"['592F[4.00,0.00,0.00]=1.06', 'CD37[0.00,0.00,0.00]=3.30', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.66', 'le_us=2868', 'est[3.17,0.47,-0.24,56]']"
"['592F[4.00,0.00,0.00]=1.00', 'CD37[0.00,0.00,0.00]=3.32', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.76', 'le_us=2777', 'est[3.19,0.47,-0.29,58]']"
"['592F[4.00,0.00,0.00]=0.95', 'CD37[0.00,0.00,0.00]=3.36', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.78', 'le_us=2899', 'est[3.22,0.46,-0.33,58]']"
"['592F[4.00,0.00,0.00]=0.90', 'CD37[0.00,0.00,0.00]=3.34', '5B01[4.00,4.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.76', 'le_us=3234', 'est[3.25,0.48,-0.39,45]']"
"['592F[4.00,0.00,0.00]=0.85', 'CD37[0.00,0.00,0.00]=3.38', '5B01[4.00,4.00,0.00]=3.59', '1495[0.00,4.00,0.00]=4.75', 'le_us=3265', 'est[3.29,0.50,-0.40,45]']"
"['592F[4.00,0.00,0.00]=0.90', 'CD37[0.00,0.00,0.00]=3.43', '5B01[4.00,4.00,0.00]=3.59', '1495[0.00,4.00,0.00]=4.78', 'le_us=3051', 'est[3.28,0.48,-0.17,57]']"
"['592F[4.00,0.00,0.00]=0.84', 'CD37[0.00,0.00,0.00]=3.43', '5B01[4.00,4.00,0.00]=3.59', '1495[0.00,4.00,0.00]=4.82', 'le_us=3265', 'est[3.33,0.50,-0.26,39]']"
"['592F[4.00,0.00,0.00]=0.85', 'CD37[0.00,0.00,0.00]=3.46', '5B01[4.00,4.00,0.00]=3.59', '1495[0.00,4.00,0.00]=4.79', 'le_us=3021', 'est[3.36,0.52,-0.32,45]']"
"['592F[4.00,0.00,0.00]=0.78', 'CD37[0.00,0.00,0.00]=3.46', '5B01[4.00,4.00,0.00]=3.50', '1495[0.00,4.00,0.00]=4.72', 'le_us=3173', 'est[3.39,0.56,-0.29,57]']"
"['592F[4.00,0.00,0.00]=0.79', 'CD37[0.00,0.00,0.00]=3.53', '5B01[4.00,4.00,0.00]=3.37', '1495[0.00,4.00,0.00]=4.70', 'le_us=3173', 'est[3.39,0.57,-0.16,55]']"
"['592F[4.00,0.00,0.00]=0.83', 'CD37[0.00,0.00,0.00]=3.54', '5B01[4.00,4.00,0.00]=3.47', '1495[0.00,4.00,0.00]=4.66', 'le_us=3204', 'est[3.45,0.63,-0.25,59]']"
"['592F[4.00,0.00,0.00]=0.76', '5B01[4.00,4.00,0.00]=3.53', 'CD37[0.00,0.00,0.00]=3.59', '1495[0.00,4.00,0.00]=4.64', 'le_us=3417', 'est[3.47,0.60,-0.11,55]']"
"['592F[4.00,0.00,0.00]=0.79', '5B01[4.00,4.00,0.00]=3.49', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.73', 'le_us=2960', 'est[3.48,0.59,-0.01,58]']"
"['592F[4.00,0.00,0.00]=0.80', '5B01[4.00,4.00,0.00]=3.48', 'CD37[0.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=4.80', 'le_us=2960', 'est[3.46,0.57,0.11,50]']"
"['592F[4.00,0.00,0.00]=0.77', '5B01[4.00,4.00,0.00]=3.42', 'CD37[0.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.70', 'le_us=3143', 'est[3.50,0.58,0.15,60]']"
"['592F[4.00,0.00,0.00]=0.77', '5B01[4.00,4.00,0.00]=3.35', 'CD37[0.00,0.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.83', 'le_us=2990', 'est[3.51,0.59,0.22,55]']"
"['592F[4.00,0.00,0.00]=0.77', '5B01[4.00,4.00,0.00]=3.40', 'CD37[0.00,0.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.81', 'le_us=3143', 'est[3.60,0.64,0.04,62]']"
"['592F[4.00,0.00,0.00]=0.76', '5B01[4.00,4.00,0.00]=3.38', 'CD37[0.00,0.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.72', 'le_us=3082', 'est[3.62,0.64,0.10,61]']"
"['592F[4.00,0.00,0.00]=0.84', '5B01[4.00,4.00,0.00]=3.37', 'CD37[0.00,0.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.78', 'le_us=2960', 'est[3.64,0.65,0.17,61]']"
"['592F[4.00,0.00,0.00]=0.87', '5B01[4.00,4.00,0.00]=3.29', 'CD37[0.00,0.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.79', 'le_us=3204', 'est[3.61,0.66,0.26,53]']"
"['592F[4.00,0.00,0.00]=0.91', '5B01[4.00,4.00,0.00]=3.31', 'CD37[0.00,0.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.81', 'le_us=3051', 'est[3.63,0.70,0.07,60]']"
"['592F[4.00,0.00,0.00]=0.92', '5B01[4.00,4.00,0.00]=3.19', 'CD37[0.00,0.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.80', 'le_us=3204', 'est[3.66,0.74,-0.07,60]']"
"['592F[4.00,0.00,0.00]=0.92', '5B01[4.00,4.00,0.00]=3.18', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.76', 'le_us=3234', 'est[3.65,0.75,0.08,59]']"
"['592F[4.00,0.00,0.00]=0.94', '5B01[4.00,4.00,0.00]=3.18', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.78', 'le_us=3051', 'est[3.68,0.80,-0.04,60]']"
"['592F[4.00,0.00,0.00]=0.99', '5B01[4.00,4.00,0.00]=3.11', 'CD37[0.00,0.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.83', 'le_us=3051', 'est[3.68,0.83,0.00,58]']"
"['592F[4.00,0.00,0.00]=1.12', '5B01[4.00,4.00,0.00]=3.12', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.87', 'le_us=3082', 'est[3.69,0.85,0.13,59]']"
"['592F[4.00,0.00,0.00]=1.09', '5B01[4.00,4.00,0.00]=3.12', 'CD37[0.00,0.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.79', 'le_us=2838', 'est[3.68,0.87,0.22,59]']"
"['592F[4.00,0.00,0.00]=1.18', '5B01[4.00,4.00,0.00]=3.06', 'CD37[0.00,0.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.75', 'le_us=2807', 'est[3.68,0.91,0.30,58]']"
"['592F[4.00,0.00,0.00]=1.19', '5B01[4.00,4.00,0.00]=2.98', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.80', 'le_us=3387', 'est[3.72,0.90,0.07,62]']"
"['592F[4.00,0.00,0.00]=1.13', '5B01[4.00,4.00,0.00]=3.03', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.78', 'le_us=3112', 'est[3.72,0.91,-0.08,59]']"
"['592F[4.00,0.00,0.00]=1.15', '5B01[4.00,4.00,0.00]=3.00', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.76', 'le_us=3143', 'est[3.71,0.92,-0.19,59]']"
"['592F[4.00,0.00,0.00]=1.21', '5B01[4.00,4.00,0.00]=3.08', 'CD37[0.00,0.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.70', 'le_us=2777', 'est[3.68,0.94,0.01,57]']"
"['592F[4.00,0.00,0.00]=1.26', '5B01[4.00,4.00,0.00]=3.03', 'CD37[0.00,0.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.79', 'le_us=3021', 'est[3.68,0.97,0.15,58]']"
"['592F[4.00,0.00,0.00]=1.29', '5B01[4.00,4.00,0.00]=2.91', 'CD37[0.00,0.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.61', 'le_us=2838', 'est[3.67,1.01,0.23,56]']"
"['592F[4.00,0.00,0.00]=1.33', '5B01[4.00,4.00,0.00]=2.98', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.66', 'le_us=2777', 'est[3.65,1.04,0.33,57]']"
"['592F[4.00,0.00,0.00]=1.35', '5B01[4.00,4.00,0.00]=2.92', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.62', 'le_us=2777', 'est[3.64,1.07,0.39,56]']"
"['592F[4.00,0.00,0.00]=1.37', '5B01[4.00,4.00,0.00]=2.90', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.66', 'le_us=2838', 'est[3.64,1.10,0.43,57]']"
"['592F[4.00,0.00,0.00]=1.36', '5B01[4.00,4.00,0.00]=2.87', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.66', 'le_us=3143', 'est[3.64,1.12,0.45,56]']"
"['592F[4.00,0.00,0.00]=1.44', '5B01[4.00,4.00,0.00]=2.86', 'CD37[0.00,0.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.59', 'le_us=2960', 'est[3.64,1.15,0.50,56]']"
"['592F[4.00,0.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=2.81', 'CD37[0.00,0.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.57', 'le_us=2838', 'est[3.63,1.18,0.53,56]']"
"['592F[4.00,0.00,0.00]=1.46', '5B01[4.00,4.00,0.00]=2.77', 'CD37[0.00,0.00,0.00]=3.88', '1495[0.00,4.00,0.00]=4.53', 'le_us=2807', 'est[3.63,1.21,0.53,55]']"
"['592F[4.00,0.00,0.00]=1.55', '5B01[4.00,4.00,0.00]=2.75', 'CD37[0.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=4.54', 'le_us=2807', 'est[3.63,1.25,0.55,56]']"
"['592F[4.00,0.00,0.00]=1.55', '5B01[4.00,4.00,0.00]=2.77', 'CD37[0.00,0.00,0.00]=3.88', '1495[0.00,4.00,0.00]=4.50', 'le_us=2777', 'est[3.61,1.27,0.58,55]']"
"['592F[4.00,0.00,0.00]=1.60', '5B01[4.00,4.00,0.00]=2.70', 'CD37[0.00,0.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.45', 'le_us=2807', 'est[3.60,1.31,0.59,54]']"
"['592F[4.00,0.00,0.00]=1.59', '5B01[4.00,4.00,0.00]=2.70', 'CD37[0.00,0.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.49', 'le_us=2807', 'est[3.60,1.33,0.60,55]']"
"['592F[4.00,0.00,0.00]=1.69', '5B01[4.00,4.00,0.00]=2.66', 'CD37[0.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=4.42', 'le_us=2838', 'est[3.59,1.37,0.62,54]']"
"['592F[4.00,0.00,0.00]=1.60', '5B01[4.00,4.00,0.00]=2.61', 'CD37[0.00,0.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.44', 'le_us=3143', 'est[3.59,1.37,0.30,55]']"
"['592F[4.00,0.00,0.00]=1.58', '5B01[4.00,4.00,0.00]=2.56', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.45', 'le_us=3112', 'est[3.58,1.40,0.28,53]']"
"['592F[4.00,0.00,0.00]=1.98', '5B01[4.00,4.00,0.00]=2.54', 'CD37[0.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.28', 'le_us=2838', 'est[3.56,1.47,0.44,53]']"
"['592F[4.00,0.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=2.49', 'CD37[0.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=4.30', 'le_us=3570', 'est[3.61,1.50,0.21,57]']"
"['592F[4.00,0.00,0.00]=1.88', '5B01[4.00,4.00,0.00]=2.52', 'CD37[0.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.32', 'le_us=2807', 'est[3.59,1.54,0.35,53]']"
"['592F[4.00,0.00,0.00]=2.45', '5B01[4.00,4.00,0.00]=2.50', 'CD37[0.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.33', 'le_us=2655', 'est[3.49,1.65,0.57,51]']"
"['592F[4.00,0.00,0.00]=2.44', '5B01[4.00,4.00,0.00]=2.45', 'CD37[0.00,0.00,0.00]=3.89', '1495[0.00,4.00,0.00]=4.31', 'le_us=2899', 'est[3.41,1.73,0.70,57]']"
"['592F[4.00,0.00,0.00]=2.48', '5B01[4.00,4.00,0.00]=2.44', 'CD37[0.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.21', 'le_us=2868', 'est[3.42,1.81,0.86,38]']"
"['592F[4.00,0.00,0.00]=2.50', '5B01[4.00,4.00,0.00]=2.45', 'CD37[0.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=4.24', 'le_us=2685', 'est[3.44,1.86,0.99,38]']"
"['592F[4.00,0.00,0.00]=2.56', '5B01[4.00,4.00,0.00]=2.38', 'CD37[0.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.24', 'le_us=2685', 'est[3.47,1.93,1.08,37]']"
"['592F[4.00,0.00,0.00]=2.59', '5B01[4.00,4.00,0.00]=2.42', 'CD37[0.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.20', 'le_us=2685', 'est[3.47,1.97,1.17,36]']"
"['592F[4.00,0.00,0.00]=2.58', '5B01[4.00,4.00,0.00]=2.35', 'CD37[0.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.22', 'le_us=2655', 'est[3.49,2.01,1.21,36]']"
"['5B01[4.00,4.00,0.00]=2.32', '592F[4.00,0.00,0.00]=2.62', '1495[0.00,4.00,0.00]=4.22', 'CD37[0.00,0.00,0.00]=4.04', 'le_us=2593', 'est[3.50,2.06,0.57,36]']"
"['5B01[4.00,4.00,0.00]=2.31', '592F[4.00,0.00,0.00]=2.65', '1495[0.00,4.00,0.00]=4.20', 'CD37[0.00,0.00,0.00]=3.98', 'le_us=2624', 'est[3.51,2.09,0.08,35]']"
"['5B01[4.00,4.00,0.00]=2.31', '592F[4.00,0.00,0.00]=2.73', '1495[0.00,4.00,0.00]=4.20', 'CD37[0.00,0.00,0.00]=4.01', 'le_us=2624', 'est[3.52,2.14,-0.30,35]']"
"['5B01[4.00,4.00,0.00]=2.27', '592F[4.00,0.00,0.00]=2.68', '1495[0.00,4.00,0.00]=4.14', 'CD37[0.00,0.00,0.00]=4.05', 'le_us=2593', 'est[3.51,2.17,-0.57,34]']"
"['5B01[4.00,4.00,0.00]=2.26', '592F[4.00,0.00,0.00]=2.75', '1495[0.00,4.00,0.00]=4.09', 'CD37[0.00,0.00,0.00]=4.05', 'le_us=2593', 'est[3.50,2.20,-0.78,33]']"
"['5B01[4.00,4.00,0.00]=2.22', '592F[4.00,0.00,0.00]=2.80', '1495[0.00,4.00,0.00]=4.14', 'CD37[0.00,0.00,0.00]=4.08', 'le_us=2593', 'est[3.50,2.24,-0.94,32]']"
"['5B01[4.00,4.00,0.00]=2.18', '592F[4.00,0.00,0.00]=2.81', '1495[0.00,4.00,0.00]=4.15', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=2593', 'est[3.52,2.28,-1.05,33]']"
"['5B01[4.00,4.00,0.00]=2.15', '592F[4.00,0.00,0.00]=2.32', '1495[0.00,4.00,0.00]=4.07', 'CD37[0.00,0.00,0.00]=4.05', 'le_us=2807', 'est[3.50,2.23,-1.01,55]']"
"['5B01[4.00,4.00,0.00]=2.14', '592F[4.00,0.00,0.00]=2.83', '1495[0.00,4.00,0.00]=4.06', 'CD37[0.00,0.00,0.00]=4.08', 'le_us=2593', 'est[3.50,2.28,-1.10,32]']"
"['5B01[4.00,4.00,0.00]=2.12', '592F[4.00,0.00,0.00]=2.48', '1495[0.00,4.00,0.00]=4.04', 'CD37[0.00,0.00,0.00]=4.08', 'le_us=2838', 'est[3.49,2.27,-1.07,50]']"
"['5B01[4.00,4.00,0.00]=2.11', '592F[4.00,0.00,0.00]=2.48', '1495[0.00,4.00,0.00]=4.05', 'CD37[0.00,0.00,0.00]=4.06', 'le_us=2838', 'est[3.49,2.25,-1.05,51]']"
"['5B01[4.00,4.00,0.00]=2.03', '592F[4.00,0.00,0.00]=1.99', '1495[0.00,4.00,0.00]=4.02', 'CD37[0.00,0.00,0.00]=4.18', 'le_us=3906', 'est[3.51,2.18,-0.92,61]']"
"['5B01[4.00,4.00,0.00]=2.02', '592F[4.00,0.00,0.00]=2.55', '1495[0.00,4.00,0.00]=4.01', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=2838', 'est[3.50,2.21,-0.93,52]']"
"['5B01[4.00,4.00,0.00]=2.00', '592F[4.00,0.00,0.00]=2.19', '1495[0.00,4.00,0.00]=3.98', 'CD37[0.00,0.00,0.00]=4.16', 'le_us=3112', 'est[3.52,2.21,-0.56,56]']"
"['5B01[4.00,4.00,0.00]=1.99', '592F[4.00,0.00,0.00]=2.31', '1495[0.00,4.00,0.00]=4.03', 'CD37[0.00,0.00,0.00]=4.15', 'le_us=2807', 'est[3.51,2.20,-0.58,56]']"
"['5B01[4.00,4.00,0.00]=1.94', '592F[4.00,0.00,0.00]=2.23', '1495[0.00,4.00,0.00]=3.99', 'CD37[0.00,0.00,0.00]=4.08', 'le_us=3051', 'est[3.51,2.17,-0.28,59]']"
"['5B01[4.00,4.00,0.00]=1.93', '592F[4.00,0.00,0.00]=2.68', '1495[0.00,4.00,0.00]=3.97', 'CD37[0.00,0.00,0.00]=4.10', 'le_us=2593', 'est[3.51,2.24,-0.46,48]']"
"['5B01[4.00,4.00,0.00]=1.91', '592F[4.00,0.00,0.00]=2.26', '1495[0.00,4.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.13', 'le_us=2807', 'est[3.50,2.22,-0.42,63]']"
"['5B01[4.00,4.00,0.00]=1.90', '592F[4.00,0.00,0.00]=2.73', '1495[0.00,4.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.19', 'le_us=2838', 'est[3.49,2.29,-0.56,48]']"
"['5B01[4.00,4.00,0.00]=1.86', '592F[4.00,0.00,0.00]=2.40', '1495[0.00,4.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.17', 'le_us=2807', 'est[3.49,2.29,-0.55,58]']"
"['5B01[4.00,4.00,0.00]=1.82', '592F[4.00,0.00,0.00]=3.21', '1495[0.00,4.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.12', 'le_us=2746', 'est[3.32,2.43,-0.62,57]']"
"['5B01[4.00,4.00,0.00]=1.85', '592F[4.00,0.00,0.00]=2.38', '1495[0.00,4.00,0.00]=3.85', 'CD37[0.00,0.00,0.00]=4.16', 'le_us=2807', 'est[3.35,2.40,-0.56,62]']"
"['5B01[4.00,4.00,0.00]=1.78', '592F[4.00,0.00,0.00]=2.81', '1495[0.00,4.00,0.00]=3.86', 'CD37[0.00,0.00,0.00]=4.22', 'le_us=2838', 'est[3.38,2.45,-0.66,49]']"
"['5B01[4.00,4.00,0.00]=1.76', '592F[4.00,0.00,0.00]=2.89', '1495[0.00,4.00,0.00]=3.81', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2838', 'est[3.39,2.50,-0.73,45]']"
"['5B01[4.00,4.00,0.00]=1.75', '592F[4.00,0.00,0.00]=3.24', '1495[0.00,4.00,0.00]=3.89', 'CD37[0.00,0.00,0.00]=4.29', 'le_us=2624', 'est[3.42,2.61,-0.87,25]']"
"['5B01[4.00,4.00,0.00]=1.69', '592F[4.00,0.00,0.00]=3.31', '1495[0.00,4.00,0.00]=3.84', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2685', 'est[3.28,2.71,-0.84,54]']"
"['5B01[4.00,4.00,0.00]=1.68', '592F[4.00,0.00,0.00]=3.29', '1495[0.00,4.00,0.00]=3.81', 'CD37[0.00,0.00,0.00]=4.30', 'le_us=2593', 'est[3.33,2.78,-0.94,26]']"
"['5B01[4.00,4.00,0.00]=1.61', '592F[4.00,0.00,0.00]=3.38', '1495[0.00,4.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.31', 'le_us=2532', 'est[3.22,2.86,-0.90,51]']"
"['5B01[4.00,4.00,0.00]=1.61', '592F[4.00,0.00,0.00]=3.39', '1495[0.00,4.00,0.00]=3.79', 'CD37[0.00,0.00,0.00]=4.32', 'le_us=2563', 'est[3.28,2.92,-0.98,24]']"
"['5B01[4.00,4.00,0.00]=1.61', '592F[4.00,0.00,0.00]=3.51', '1495[0.00,4.00,0.00]=3.78', 'CD37[0.00,0.00,0.00]=4.32', 'le_us=2502', 'est[3.16,3.00,-0.92,51]']"
"['5B01[4.00,4.00,0.00]=1.60', '592F[4.00,0.00,0.00]=3.44', '1495[0.00,4.00,0.00]=3.78', 'CD37[0.00,0.00,0.00]=4.37', 'le_us=2593', 'est[3.24,3.04,-1.00,22]']"
"['5B01[4.00,4.00,0.00]=1.62', '592F[4.00,0.00,0.00]=3.46', '1495[0.00,4.00,0.00]=3.76', 'CD37[0.00,0.00,0.00]=4.40', 'le_us=2563', 'est[3.29,3.07,-1.07,22]']"
"['5B01[4.00,4.00,0.00]=1.59', '592F[4.00,0.00,0.00]=3.46', '1495[0.00,4.00,0.00]=3.77', 'CD37[0.00,0.00,0.00]=4.33', 'le_us=2532', 'est[3.18,3.10,-0.98,50]']"
"['5B01[4.00,4.00,0.00]=1.55', '592F[4.00,0.00,0.00]=3.42', '1495[0.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=4.40', 'le_us=2593', 'est[3.24,3.11,-1.03,26]']"
"['5B01[4.00,4.00,0.00]=1.63', '592F[4.00,0.00,0.00]=3.38', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.41', 'le_us=2624', 'est[3.26,3.11,-1.07,29]']"
"['5B01[4.00,4.00,0.00]=1.78', '592F[4.00,0.00,0.00]=3.49', '1495[0.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=4.33', 'le_us=2624', 'est[3.27,3.11,-1.15,24]']"
"['5B01[4.00,4.00,0.00]=1.72', '592F[4.00,0.00,0.00]=3.23', '1495[0.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=4.41', 'le_us=2807', 'est[3.29,3.07,-1.16,33]']"
"['5B01[4.00,4.00,0.00]=1.65', '592F[4.00,0.00,0.00]=2.93', '1495[0.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=4.33', 'le_us=2807', 'est[3.29,2.98,-1.08,46]']"
"['5B01[4.00,4.00,0.00]=1.71', '592F[4.00,0.00,0.00]=2.95', '1495[0.00,4.00,0.00]=3.58', 'CD37[0.00,0.00,0.00]=4.35', 'le_us=2838', 'est[3.28,2.92,-1.02,49]']"
"['5B01[4.00,4.00,0.00]=1.76', '592F[4.00,0.00,0.00]=2.97', '1495[0.00,4.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=4.36', 'le_us=2868', 'est[3.28,2.87,-1.00,46]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=2.99', '1495[0.00,4.00,0.00]=3.62', 'CD37[0.00,0.00,0.00]=4.30', 'le_us=3021', 'est[3.26,2.89,-0.89,49]']"
"['5B01[4.00,4.00,0.00]=1.36', '592F[4.00,0.00,0.00]=2.98', '1495[0.00,4.00,0.00]=3.62', 'CD37[0.00,0.00,0.00]=4.31', 'le_us=3265', 'est[3.26,2.89,-0.83,48]']"
"['5B01[4.00,4.00,0.00]=1.41', '592F[4.00,0.00,0.00]=2.98', '1495[0.00,4.00,0.00]=3.53', 'CD37[0.00,0.00,0.00]=4.27', 'le_us=3112', 'est[3.29,2.86,-0.49,51]']"
"['5B01[4.00,4.00,0.00]=1.39', '592F[4.00,0.00,0.00]=3.05', '1495[0.00,4.00,0.00]=3.50', 'CD37[0.00,0.00,0.00]=4.27', 'le_us=3265', 'est[3.25,2.88,-0.52,50]']"
"['5B01[4.00,4.00,0.00]=1.36', '592F[4.00,0.00,0.00]=3.01', '1495[0.00,4.00,0.00]=3.51', 'CD37[0.00,0.00,0.00]=4.34', 'le_us=3082', 'est[3.28,2.87,-0.24,52]']"
"['5B01[4.00,4.00,0.00]=1.35', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.48', 'CD37[0.00,0.00,0.00]=4.36', 'le_us=2899', 'est[3.28,2.89,-0.30,51]']"
"['5B01[4.00,4.00,0.00]=1.38', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.46', 'CD37[0.00,0.00,0.00]=4.33', 'le_us=2838', 'est[3.28,2.91,-0.35,50]']"
"['5B01[4.00,4.00,0.00]=1.35', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.41', 'CD37[0.00,0.00,0.00]=4.37', 'le_us=2807', 'est[3.26,2.92,-0.35,52]']"
"['5B01[4.00,4.00,0.00]=1.40', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.35', 'CD37[0.00,0.00,0.00]=4.34', 'le_us=2838', 'est[3.23,2.93,-0.36,53]']"
"['5B01[4.00,4.00,0.00]=1.46', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.37', 'CD37[0.00,0.00,0.00]=4.25', 'le_us=2929', 'est[3.21,2.93,-0.40,52]']"
"['5B01[4.00,4.00,0.00]=1.37', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.18', 'CD37[0.00,0.00,0.00]=4.31', 'le_us=3570', 'est[3.18,2.95,-0.44,52]']"
"['5B01[4.00,4.00,0.00]=1.39', '592F[4.00,0.00,0.00]=3.20', '1495[0.00,4.00,0.00]=3.19', 'CD37[0.00,0.00,0.00]=4.34', 'le_us=3143', 'est[3.16,2.99,-0.18,47]']"
"['5B01[4.00,4.00,0.00]=1.43', '592F[4.00,0.00,0.00]=3.19', '1495[0.00,4.00,0.00]=3.12', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2899', 'est[3.11,3.00,-0.17,60]']"
"['5B01[4.00,4.00,0.00]=1.49', '592F[4.00,0.00,0.00]=3.20', '1495[0.00,4.00,0.00]=3.18', 'CD37[0.00,0.00,0.00]=4.30', 'le_us=2838', 'est[3.08,3.00,-0.24,56]']"
"['5B01[4.00,4.00,0.00]=1.42', '592F[4.00,0.00,0.00]=3.16', '1495[0.00,4.00,0.00]=3.17', 'CD37[0.00,0.00,0.00]=4.28', 'le_us=3143', 'est[3.08,3.02,-0.03,50]']"
"['5B01[4.00,4.00,0.00]=1.42', '592F[4.00,0.00,0.00]=3.22', '1495[0.00,4.00,0.00]=3.23', 'CD37[0.00,0.00,0.00]=4.30', 'le_us=2807', 'est[3.07,3.02,-0.13,54]']"
