data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3540', 'est[0.83,0.40,-0.12,57]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3326', 'est[0.85,0.40,-0.07,58]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3021', 'est[0.86,0.42,0.01,56]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=4.77', 'le_us=3753', 'est[0.86,0.43,0.14,57]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.80', 'le_us=3753', 'est[0.87,0.42,0.24,58]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3265', 'est[0.89,0.43,0.20,57]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3479', 'est[0.88,0.44,0.29,57]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.65', 'le_us=3173', 'est[0.89,0.44,0.26,56]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3112', 'est[0.88,0.42,0.10,59]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.67', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3112', 'est[0.87,0.40,-0.04,59]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.70', 'le_us=3326', 'est[0.87,0.40,-0.16,58]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.82', 'le_us=3753', 'est[0.87,0.41,0.03,58]']"
"['CD37[0.00,0.00,0.00]=1.08', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3601', 'est[0.88,0.42,0.17,57]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3448', 'est[0.88,0.43,0.26,57]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3570', 'est[0.85,0.40,0.03,53]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=4.82', 'le_us=3723', 'est[0.85,0.41,0.17,57]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3753', 'est[0.86,0.41,0.26,58]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.70', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3143', 'est[0.87,0.39,0.09,59]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.67', '5B01[4.00,4.00,0.00]=4.78', 'le_us=3112', 'est[0.88,0.41,0.12,56]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3631', 'est[0.89,0.40,-0.05,58]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3509', 'est[0.88,0.42,0.10,57]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3143', 'est[0.88,0.40,-0.03,59]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.63', 'le_us=3418', 'est[0.87,0.43,0.10,57]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.16', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.79', 'le_us=3112', 'est[0.87,0.44,0.12,56]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3021', 'est[0.88,0.44,0.15,56]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3204', 'est[0.89,0.44,0.13,56]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3051', 'est[0.90,0.44,0.15,56]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.04', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3570', 'est[0.91,0.44,0.26,57]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.65', 'le_us=2746', 'est[0.93,0.45,0.26,56]']"
"['CD37[0.00,0.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.00', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3479', 'est[0.94,0.44,0.34,57]']"
"['CD37[0.00,0.00,0.00]=1.17', '592F[4.00,0.00,0.00]=3.04', '1495[0.00,4.00,0.00]=3.69', '5B01[4.00,4.00,0.00]=4.66', 'le_us=2807', 'est[0.96,0.45,0.34,55]']"
"['CD37[0.00,0.00,0.00]=1.20', '592F[4.00,0.00,0.00]=2.98', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.65', 'le_us=3021', 'est[0.99,0.46,0.32,54]']"
"['CD37[0.00,0.00,0.00]=1.26', '592F[4.00,0.00,0.00]=2.98', '1495[0.00,4.00,0.00]=3.71', '5B01[4.00,4.00,0.00]=4.60', 'le_us=2838', 'est[1.01,0.47,0.34,55]']"
"['CD37[0.00,0.00,0.00]=1.27', '592F[4.00,0.00,0.00]=2.91', '1495[0.00,4.00,0.00]=3.73', '5B01[4.00,4.00,0.00]=4.55', 'le_us=2777', 'est[1.04,0.46,0.33,54]']"
"['CD37[0.00,0.00,0.00]=1.28', '592F[4.00,0.00,0.00]=2.89', '1495[0.00,4.00,0.00]=3.72', '5B01[4.00,4.00,0.00]=4.62', 'le_us=3082', 'est[1.07,0.47,0.32,54]']"
"['CD37[0.00,0.00,0.00]=1.29', '592F[4.00,0.00,0.00]=2.89', '1495[0.00,4.00,0.00]=3.74', '5B01[4.00,4.00,0.00]=4.57', 'le_us=2990', 'est[1.10,0.46,0.31,54]']"
"['CD37[0.00,0.00,0.00]=1.36', '592F[4.00,0.00,0.00]=2.86', '1495[0.00,4.00,0.00]=3.83', '5B01[4.00,4.00,0.00]=4.61', 'le_us=2746', 'est[1.13,0.45,0.35,55]']"
"['CD37[0.00,0.00,0.00]=1.36', '592F[4.00,0.00,0.00]=2.81', '1495[0.00,4.00,0.00]=3.74', '5B01[4.00,4.00,0.00]=4.52', 'le_us=3082', 'est[1.16,0.46,0.33,53]']"
"['CD37[0.00,0.00,0.00]=1.41', '592F[4.00,0.00,0.00]=2.82', '1495[0.00,4.00,0.00]=3.75', '5B01[4.00,4.00,0.00]=4.51', 'le_us=2746', 'est[1.18,0.46,0.36,53]']"
"['CD37[0.00,0.00,0.00]=1.46', '592F[4.00,0.00,0.00]=2.85', '1495[0.00,4.00,0.00]=3.79', '5B01[4.00,4.00,0.00]=4.50', 'le_us=2746', 'est[1.20,0.47,0.41,54]']"
"['CD37[0.00,0.00,0.00]=1.48', '592F[4.00,0.00,0.00]=2.81', '1495[0.00,4.00,0.00]=3.77', '5B01[4.00,4.00,0.00]=4.48', 'le_us=2777', 'est[1.22,0.47,0.45,53]']"
"['CD37[0.00,0.00,0.00]=1.59', '592F[4.00,0.00,0.00]=2.78', '1495[0.00,4.00,0.00]=3.82', '5B01[4.00,4.00,0.00]=4.49', 'le_us=2807', 'est[1.25,0.48,0.51,54]']"
"['CD37[0.00,0.00,0.00]=1.59', '592F[4.00,0.00,0.00]=2.76', '1495[0.00,4.00,0.00]=3.79', '5B01[4.00,4.00,0.00]=4.48', 'le_us=2777', 'est[1.28,0.49,0.54,53]']"
"['CD37[0.00,0.00,0.00]=1.65', '592F[4.00,0.00,0.00]=2.71', '1495[0.00,4.00,0.00]=3.82', '5B01[4.00,4.00,0.00]=4.42', 'le_us=2777', 'est[1.32,0.50,0.57,53]']"
"['CD37[0.00,0.00,0.00]=1.63', '592F[4.00,0.00,0.00]=2.70', '1495[0.00,4.00,0.00]=3.85', '5B01[4.00,4.00,0.00]=4.38', 'le_us=2746', 'est[1.34,0.49,0.58,53]']"
"['CD37[0.00,0.00,0.00]=1.70', '592F[4.00,0.00,0.00]=2.69', '1495[0.00,4.00,0.00]=3.79', '5B01[4.00,4.00,0.00]=4.44', 'le_us=3021', 'est[1.37,0.51,0.61,52]']"
"['CD37[0.00,0.00,0.00]=1.72', '592F[4.00,0.00,0.00]=2.68', '1495[0.00,4.00,0.00]=3.85', '5B01[4.00,4.00,0.00]=4.38', 'le_us=2777', 'est[1.40,0.51,0.64,53]']"
"['CD37[0.00,0.00,0.00]=1.77', '592F[4.00,0.00,0.00]=2.60', '1495[0.00,4.00,0.00]=3.83', '5B01[4.00,4.00,0.00]=4.40', 'le_us=3051', 'est[1.43,0.52,0.64,52]']"
"['CD37[0.00,0.00,0.00]=1.76', '592F[4.00,0.00,0.00]=2.57', '1495[0.00,4.00,0.00]=3.84', '5B01[4.00,4.00,0.00]=4.38', 'le_us=3021', 'est[1.47,0.53,0.63,54]']"
"['CD37[0.00,0.00,0.00]=1.74', '592F[4.00,0.00,0.00]=2.55', '1495[0.00,4.00,0.00]=3.86', '5B01[4.00,4.00,0.00]=4.40', 'le_us=3021', 'est[1.49,0.52,0.61,53]']"
"['CD37[0.00,0.00,0.00]=1.82', '592F[4.00,0.00,0.00]=2.55', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=4.35', 'le_us=2746', 'est[1.52,0.51,0.64,53]']"
"['CD37[0.00,0.00,0.00]=1.85', '592F[4.00,0.00,0.00]=2.52', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=4.27', 'le_us=2777', 'est[1.55,0.50,0.66,53]']"
"['CD37[0.00,0.00,0.00]=1.86', '592F[4.00,0.00,0.00]=2.50', '1495[0.00,4.00,0.00]=3.92', '5B01[4.00,4.00,0.00]=4.30', 'le_us=2746', 'est[1.57,0.51,0.67,53]']"
"['CD37[0.00,0.00,0.00]=1.89', '592F[4.00,0.00,0.00]=2.43', '1495[0.00,4.00,0.00]=3.89', '5B01[4.00,4.00,0.00]=4.30', 'le_us=3112', 'est[1.61,0.52,0.64,58]']"
"['CD37[0.00,0.00,0.00]=1.89', '592F[4.00,0.00,0.00]=2.41', '1495[0.00,4.00,0.00]=3.89', '5B01[4.00,4.00,0.00]=4.22', 'le_us=2746', 'est[1.64,0.53,0.62,58]']"
"['CD37[0.00,0.00,0.00]=1.96', '592F[4.00,0.00,0.00]=2.36', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=4.23', 'le_us=2746', 'est[1.67,0.52,0.63,55]']"
"['CD37[0.00,0.00,0.00]=1.97', '592F[4.00,0.00,0.00]=2.38', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=4.24', 'le_us=2777', 'est[1.70,0.52,0.64,56]']"
"['CD37[0.00,0.00,0.00]=1.99', '592F[4.00,0.00,0.00]=2.29', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=4.22', 'le_us=3082', 'est[1.73,0.52,0.62,61]']"
"['CD37[0.00,0.00,0.00]=2.02', '592F[4.00,0.00,0.00]=2.31', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.25', 'le_us=2746', 'est[1.76,0.52,0.63,56]']"
"['CD37[0.00,0.00,0.00]=2.11', '592F[4.00,0.00,0.00]=2.28', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=4.23', 'le_us=2777', 'est[1.80,0.52,0.66,56]']"
"['CD37[0.00,0.00,0.00]=2.14', '592F[4.00,0.00,0.00]=2.26', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=4.16', 'le_us=2746', 'est[1.83,0.52,0.68,58]']"
"['CD37[0.00,0.00,0.00]=2.21', '592F[4.00,0.00,0.00]=2.20', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=4.21', 'le_us=3082', 'est[1.87,0.49,0.72,54]']"
"['CD37[0.00,0.00,0.00]=2.20', '592F[4.00,0.00,0.00]=2.19', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.19', 'le_us=3112', 'est[1.91,0.47,0.74,54]']"
"['CD37[0.00,0.00,0.00]=2.21', '592F[4.00,0.00,0.00]=2.14', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=4.13', 'le_us=2838', 'est[1.94,0.46,0.74,54]']"
"['CD37[0.00,0.00,0.00]=2.29', '592F[4.00,0.00,0.00]=2.18', '1495[0.00,4.00,0.00]=4.08', '5B01[4.00,4.00,0.00]=4.14', 'le_us=2746', 'est[1.97,0.46,0.77,54]']"
"['CD37[0.00,0.00,0.00]=2.27', '592F[4.00,0.00,0.00]=2.12', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=4.14', 'le_us=3112', 'est[2.00,0.45,0.78,54]']"
"['CD37[0.00,0.00,0.00]=2.38', '592F[4.00,0.00,0.00]=2.08', '1495[0.00,4.00,0.00]=4.10', '5B01[4.00,4.00,0.00]=4.10', 'le_us=2838', 'est[2.04,0.45,0.80,54]']"
"['592F[4.00,0.00,0.00]=2.05', 'CD37[0.00,0.00,0.00]=2.26', '5B01[4.00,4.00,0.00]=4.16', '1495[0.00,4.00,0.00]=4.08', 'le_us=3021', 'est[2.06,0.43,0.43,54]']"
"['592F[4.00,0.00,0.00]=2.06', 'CD37[0.00,0.00,0.00]=2.27', '5B01[4.00,4.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.15', 'le_us=2960', 'est[2.07,0.43,0.15,54]']"
"['592F[4.00,0.00,0.00]=2.00', 'CD37[0.00,0.00,0.00]=2.30', '5B01[4.00,4.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.11', 'le_us=3021', 'est[2.09,0.42,-0.06,54]']"
"['592F[4.00,0.00,0.00]=1.98', 'CD37[0.00,0.00,0.00]=2.46', '5B01[4.00,4.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.11', 'le_us=3051', 'est[2.14,0.43,-0.26,54]']"
"['592F[4.00,0.00,0.00]=1.95', 'CD37[0.00,0.00,0.00]=2.53', '5B01[4.00,4.00,0.00]=4.05', '1495[0.00,4.00,0.00]=4.19', 'le_us=2868', 'est[2.18,0.43,-0.42,54]']"
"['592F[4.00,0.00,0.00]=1.87', 'CD37[0.00,0.00,0.00]=2.46', '5B01[4.00,4.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.18', 'le_us=3021', 'est[2.22,0.43,-0.49,54]']"
"['592F[4.00,0.00,0.00]=1.87', 'CD37[0.00,0.00,0.00]=2.46', '5B01[4.00,4.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.17', 'le_us=2838', 'est[2.24,0.44,-0.54,53]']"
"['592F[4.00,0.00,0.00]=1.87', 'CD37[0.00,0.00,0.00]=2.36', '5B01[4.00,4.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.14', 'le_us=3082', 'est[2.22,0.43,-0.26,54]']"
"['592F[4.00,0.00,0.00]=1.83', 'CD37[0.00,0.00,0.00]=2.53', '5B01[4.00,4.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.22', 'le_us=2777', 'est[2.26,0.44,-0.37,53]']"
"['592F[4.00,0.00,0.00]=1.79', 'CD37[0.00,0.00,0.00]=2.68', '5B01[4.00,4.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.22', 'le_us=2838', 'est[2.32,0.46,-0.49,54]']"
"['592F[4.00,0.00,0.00]=1.79', 'CD37[0.00,0.00,0.00]=2.74', '5B01[4.00,4.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.21', 'le_us=2777', 'est[2.38,0.45,-0.61,53]']"
"['592F[4.00,0.00,0.00]=1.74', 'CD37[0.00,0.00,0.00]=2.66', '5B01[4.00,4.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.30', 'le_us=2868', 'est[2.41,0.45,-0.65,54]']"
"['592F[4.00,0.00,0.00]=1.78', 'CD37[0.00,0.00,0.00]=2.68', '5B01[4.00,4.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.24', 'le_us=2868', 'est[2.43,0.47,-0.68,53]']"
"['592F[4.00,0.00,0.00]=1.73', 'CD37[0.00,0.00,0.00]=2.65', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.29', 'le_us=2777', 'est[2.45,0.48,-0.69,52]']"
"['592F[4.00,0.00,0.00]=1.69', 'CD37[0.00,0.00,0.00]=2.74', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.25', 'le_us=2838', 'est[2.48,0.49,-0.71,53]']"
"['592F[4.00,0.00,0.00]=1.64', 'CD37[0.00,0.00,0.00]=2.69', '5B01[4.00,4.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.32', 'le_us=2868', 'est[2.51,0.47,-0.70,54]']"
"['592F[4.00,0.00,0.00]=1.61', 'CD37[0.00,0.00,0.00]=2.71', '5B01[4.00,4.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.32', 'le_us=2868', 'est[2.53,0.47,-0.68,54]']"
"['592F[4.00,0.00,0.00]=1.58', 'CD37[0.00,0.00,0.00]=2.72', '5B01[4.00,4.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.28', 'le_us=3082', 'est[2.55,0.46,-0.67,55]']"
"['592F[4.00,0.00,0.00]=1.61', 'CD37[0.00,0.00,0.00]=2.81', '5B01[4.00,4.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.33', 'le_us=2838', 'est[2.58,0.46,-0.70,55]']"
"['592F[4.00,0.00,0.00]=1.56', 'CD37[0.00,0.00,0.00]=2.82', '5B01[4.00,4.00,0.00]=3.84', '1495[0.00,4.00,0.00]=4.35', 'le_us=2838', 'est[2.60,0.46,-0.70,54]']"
"['592F[4.00,0.00,0.00]=1.51', 'CD37[0.00,0.00,0.00]=2.87', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.36', 'le_us=3051', 'est[2.64,0.45,-0.70,55]']"
"['592F[4.00,0.00,0.00]=1.45', 'CD37[0.00,0.00,0.00]=2.82', '5B01[4.00,4.00,0.00]=3.84', '1495[0.00,4.00,0.00]=4.42', 'le_us=3051', 'est[2.63,0.43,-0.38,56]']"
"['592F[4.00,0.00,0.00]=1.46', 'CD37[0.00,0.00,0.00]=2.91', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.41', 'le_us=3021', 'est[2.67,0.42,-0.46,56]']"
"['592F[4.00,0.00,0.00]=1.41', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.45', 'le_us=2594', 'est[2.73,0.43,-0.54,56]']"
"['592F[4.00,0.00,0.00]=1.42', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.50', 'le_us=2868', 'est[2.76,0.43,-0.58,56]']"
"['592F[4.00,0.00,0.00]=1.36', 'CD37[0.00,0.00,0.00]=3.01', '5B01[4.00,4.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.46', 'le_us=2746', 'est[2.79,0.42,-0.61,57]']"
"['592F[4.00,0.00,0.00]=1.35', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.45', 'le_us=2777', 'est[2.82,0.43,-0.62,56]']"
"['592F[4.00,0.00,0.00]=1.32', 'CD37[0.00,0.00,0.00]=2.99', '5B01[4.00,4.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.54', 'le_us=2777', 'est[2.84,0.43,-0.61,56]']"
"['592F[4.00,0.00,0.00]=1.33', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.51', 'le_us=2838', 'est[2.87,0.43,-0.63,57]']"
"['592F[4.00,0.00,0.00]=1.27', 'CD37[0.00,0.00,0.00]=3.11', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.55', 'le_us=2838', 'est[2.90,0.44,-0.63,56]']"
"['592F[4.00,0.00,0.00]=1.25', 'CD37[0.00,0.00,0.00]=3.17', '5B01[4.00,4.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.60', 'le_us=3112', 'est[2.94,0.44,-0.65,55]']"
"['592F[4.00,0.00,0.00]=1.22', 'CD37[0.00,0.00,0.00]=3.22', '5B01[4.00,4.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.62', 'le_us=2594', 'est[2.98,0.42,-0.67,52]']"
"['592F[4.00,0.00,0.00]=1.16', 'CD37[0.00,0.00,0.00]=3.03', '5B01[4.00,4.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.66', 'le_us=2777', 'est[2.98,0.43,-0.59,56]']"
"['592F[4.00,0.00,0.00]=1.16', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.61', 'le_us=3051', 'est[2.95,0.39,-0.32,58]']"
"['592F[4.00,0.00,0.00]=1.12', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.63', 'le_us=3021', 'est[2.96,0.39,-0.10,57]']"
"['592F[4.00,0.00,0.00]=1.09', 'CD37[0.00,0.00,0.00]=3.05', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.64', 'le_us=3234', 'est[2.96,0.38,0.05,57]']"
"['592F[4.00,0.00,0.00]=1.05', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.66', 'le_us=3204', 'est[3.00,0.40,-0.11,57]']"
"['592F[4.00,0.00,0.00]=1.10', 'CD37[0.00,0.00,0.00]=3.18', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.65', 'le_us=2838', 'est[3.03,0.41,-0.19,57]']"
"['592F[4.00,0.00,0.00]=1.03', 'CD37[0.00,0.00,0.00]=3.16', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.72', 'le_us=3021', 'est[3.05,0.40,-0.23,58]']"
"['592F[4.00,0.00,0.00]=1.05', 'CD37[0.00,0.00,0.00]=3.19', '5B01[4.00,4.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.64', 'le_us=2807', 'est[3.07,0.40,-0.29,58]']"
"['592F[4.00,0.00,0.00]=1.07', 'CD37[0.00,0.00,0.00]=3.15', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.64', 'le_us=3051', 'est[3.06,0.39,-0.09,58]']"
"['592F[4.00,0.00,0.00]=1.06', 'CD37[0.00,0.00,0.00]=3.19', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.76', 'le_us=3143', 'est[3.09,0.40,0.08,58]']"
"['592F[4.00,0.00,0.00]=0.93', 'CD37[0.00,0.00,0.00]=3.25', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.74', 'le_us=3234', 'est[3.14,0.42,-0.08,54]']"
"['592F[4.00,0.00,0.00]=0.98', 'CD37[0.00,0.00,0.00]=3.27', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.64', 'le_us=2960', 'est[3.17,0.46,-0.19,47]']"
"['592F[4.00,0.00,0.00]=0.95', 'CD37[0.00,0.00,0.00]=3.27', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.64', 'le_us=2990', 'est[3.20,0.50,-0.25,50]']"
"['592F[4.00,0.00,0.00]=0.91', 'CD37[0.00,0.00,0.00]=3.33', '5B01[4.00,4.00,0.00]=3.53', '1495[0.00,4.00,0.00]=4.74', 'le_us=3234', 'est[3.21,0.50,-0.06,55]']"
"['592F[4.00,0.00,0.00]=0.92', 'CD37[0.00,0.00,0.00]=3.36', '5B01[4.00,4.00,0.00]=3.56', '1495[0.00,4.00,0.00]=4.60', 'le_us=2929', 'est[3.24,0.50,-0.12,57]']"
"['592F[4.00,0.00,0.00]=0.90', 'CD37[0.00,0.00,0.00]=3.39', '5B01[4.00,4.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.62', 'le_us=3143', 'est[3.21,0.47,0.05,59]']"
"['592F[4.00,0.00,0.00]=0.89', 'CD37[0.00,0.00,0.00]=3.39', '5B01[4.00,4.00,0.00]=3.53', '1495[0.00,4.00,0.00]=4.66', 'le_us=2960', 'est[3.26,0.53,-0.06,53]']"
"['592F[4.00,0.00,0.00]=0.88', 'CD37[0.00,0.00,0.00]=3.39', '5B01[4.00,4.00,0.00]=3.54', '1495[0.00,4.00,0.00]=4.66', 'le_us=2960', 'est[3.29,0.57,-0.13,54]']"
