data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3540', 'est[0.83,0.40,-0.12,57]']"
"['592F[4.00,0.00,0.00]=0.89', 'CD37[0.00,0.00,0.00]=3.41', '5B01[4.00,4.00,0.00]=3.53', '1495[0.00,4.00,0.00]=4.71', 'le_us=3234', 'est[3.32,0.59,-0.22,46]']"
"['592F[4.00,0.00,0.00]=0.88', 'CD37[0.00,0.00,0.00]=3.44', '5B01[4.00,4.00,0.00]=3.55', '1495[0.00,4.00,0.00]=4.76', 'le_us=3265', 'est[3.35,0.59,-0.30,43]']"
"['592F[4.00,0.00,0.00]=0.91', 'CD37[0.00,0.00,0.00]=3.54', '5B01[4.00,4.00,0.00]=3.49', '1495[0.00,4.00,0.00]=4.77', 'le_us=2899', 'est[3.38,0.59,-0.33,47]']"
"['592F[4.00,0.00,0.00]=0.89', 'CD37[0.00,0.00,0.00]=3.55', '5B01[4.00,4.00,0.00]=3.50', '1495[0.00,4.00,0.00]=4.85', 'le_us=2838', 'est[3.40,0.58,-0.36,47]']"
"['592F[4.00,0.00,0.00]=0.92', 'CD37[0.00,0.00,0.00]=3.55', '5B01[4.00,4.00,0.00]=3.48', '1495[0.00,4.00,0.00]=4.80', 'le_us=2868', 'est[3.42,0.59,-0.38,48]']"
"['592F[4.00,0.00,0.00]=0.90', '5B01[4.00,4.00,0.00]=3.41', 'CD37[0.00,0.00,0.00]=3.56', '1495[0.00,4.00,0.00]=4.75', 'le_us=3265', 'est[3.41,0.59,-0.15,40]']"
"['592F[4.00,0.00,0.00]=0.85', '5B01[4.00,4.00,0.00]=3.40', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.79', 'le_us=3295', 'est[3.43,0.59,0.02,42]']"
"['592F[4.00,0.00,0.00]=0.91', '5B01[4.00,4.00,0.00]=3.40', 'CD37[0.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.73', 'le_us=2990', 'est[3.42,0.59,0.15,40]']"
"['592F[4.00,0.00,0.00]=0.86', '5B01[4.00,4.00,0.00]=3.36', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.69', 'le_us=3021', 'est[3.41,0.60,0.21,47]']"
"['592F[4.00,0.00,0.00]=0.87', '5B01[4.00,4.00,0.00]=3.36', 'CD37[0.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=4.68', 'le_us=2990', 'est[3.39,0.60,0.26,47]']"
"['592F[4.00,0.00,0.00]=0.86', 'CD37[0.00,0.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=3.27', '1495[0.00,4.00,0.00]=4.76', 'le_us=3418', 'est[3.43,0.62,0.31,57]']"
"['592F[4.00,0.00,0.00]=0.90', '5B01[4.00,4.00,0.00]=3.26', 'CD37[0.00,0.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.68', 'le_us=3418', 'est[3.43,0.65,0.33,56]']"
"['592F[4.00,0.00,0.00]=0.91', '5B01[4.00,4.00,0.00]=3.23', 'CD37[0.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.64', 'le_us=3173', 'est[3.51,0.73,0.13,59]']"
"['592F[4.00,0.00,0.00]=0.91', '5B01[4.00,4.00,0.00]=3.17', 'CD37[0.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.74', 'le_us=3448', 'est[3.53,0.74,0.22,59]']"
"['592F[4.00,0.00,0.00]=0.92', '5B01[4.00,4.00,0.00]=3.11', 'CD37[0.00,0.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.67', 'le_us=3387', 'est[3.55,0.77,0.25,58]']"
"['592F[4.00,0.00,0.00]=1.05', '5B01[4.00,4.00,0.00]=3.19', 'CD37[0.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.72', 'le_us=2838', 'est[3.55,0.79,0.29,57]']"
"['592F[4.00,0.00,0.00]=1.09', '5B01[4.00,4.00,0.00]=3.13', 'CD37[0.00,0.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.70', 'le_us=2807', 'est[3.55,0.82,0.32,57]']"
"['592F[4.00,0.00,0.00]=1.12', '5B01[4.00,4.00,0.00]=3.10', 'CD37[0.00,0.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.67', 'le_us=2807', 'est[3.55,0.86,0.35,56]']"
"['592F[4.00,0.00,0.00]=1.16', '5B01[4.00,4.00,0.00]=3.04', 'CD37[0.00,0.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.68', 'le_us=2807', 'est[3.56,0.90,0.35,56]']"
"['592F[4.00,0.00,0.00]=1.22', '5B01[4.00,4.00,0.00]=3.01', 'CD37[0.00,0.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.72', 'le_us=3112', 'est[3.57,0.94,0.37,57]']"
"['592F[4.00,0.00,0.00]=1.23', '5B01[4.00,4.00,0.00]=3.04', 'CD37[0.00,0.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.69', 'le_us=2807', 'est[3.58,0.96,0.41,57]']"
"['592F[4.00,0.00,0.00]=1.28', '5B01[4.00,4.00,0.00]=3.00', 'CD37[0.00,0.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.69', 'le_us=3082', 'est[3.58,0.99,0.44,56]']"
"['592F[4.00,0.00,0.00]=1.32', '5B01[4.00,4.00,0.00]=3.00', 'CD37[0.00,0.00,0.00]=3.75', '1495[0.00,4.00,0.00]=4.61', 'le_us=2807', 'est[3.57,1.01,0.47,55]']"
"['592F[4.00,0.00,0.00]=1.36', '5B01[4.00,4.00,0.00]=2.97', 'CD37[0.00,0.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.71', 'le_us=3082', 'est[3.58,1.04,0.51,57]']"
"['592F[4.00,0.00,0.00]=1.40', '5B01[4.00,4.00,0.00]=2.89', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.60', 'le_us=2807', 'est[3.58,1.08,0.52,55]']"
"['592F[4.00,0.00,0.00]=1.42', '5B01[4.00,4.00,0.00]=2.91', 'CD37[0.00,0.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.68', 'le_us=3082', 'est[3.56,1.11,0.55,54]']"
"['592F[4.00,0.00,0.00]=1.40', '5B01[4.00,4.00,0.00]=2.89', 'CD37[0.00,0.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.64', 'le_us=2807', 'est[3.58,1.13,0.56,56]']"
"['592F[4.00,0.00,0.00]=1.45', '5B01[4.00,4.00,0.00]=2.88', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.60', 'le_us=2838', 'est[3.58,1.16,0.58,56]']"
"['592F[4.00,0.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=2.87', 'CD37[0.00,0.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.53', 'le_us=2807', 'est[3.57,1.18,0.59,54]']"
"['592F[4.00,0.00,0.00]=1.44', '5B01[4.00,4.00,0.00]=2.83', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.64', 'le_us=3082', 'est[3.56,1.20,0.58,54]']"
"['592F[4.00,0.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=2.79', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.49', 'le_us=2807', 'est[3.56,1.22,0.56,54]']"
"['592F[4.00,0.00,0.00]=1.55', '5B01[4.00,4.00,0.00]=2.77', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.45', 'le_us=2807', 'est[3.55,1.25,0.57,53]']"
"['592F[4.00,0.00,0.00]=1.56', '5B01[4.00,4.00,0.00]=2.76', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.51', 'le_us=2807', 'est[3.55,1.28,0.58,54]']"
"['592F[4.00,0.00,0.00]=1.56', '5B01[4.00,4.00,0.00]=2.72', 'CD37[0.00,0.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.39', 'le_us=2807', 'est[3.54,1.30,0.58,53]']"
"['592F[4.00,0.00,0.00]=1.61', '5B01[4.00,4.00,0.00]=2.69', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.38', 'le_us=2777', 'est[3.54,1.33,0.59,53]']"
"['592F[4.00,0.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=2.67', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.39', 'le_us=2807', 'est[3.53,1.36,0.59,53]']"
"['592F[4.00,0.00,0.00]=1.68', '5B01[4.00,4.00,0.00]=2.63', 'CD37[0.00,0.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.33', 'le_us=2777', 'est[3.52,1.39,0.58,52]']"
"['592F[4.00,0.00,0.00]=1.66', '5B01[4.00,4.00,0.00]=2.57', 'CD37[0.00,0.00,0.00]=3.89', '1495[0.00,4.00,0.00]=4.38', 'le_us=2838', 'est[3.53,1.42,0.56,53]']"
"['592F[4.00,0.00,0.00]=1.70', '5B01[4.00,4.00,0.00]=2.60', 'CD37[0.00,0.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.35', 'le_us=2807', 'est[3.53,1.45,0.57,53]']"
"['592F[4.00,0.00,0.00]=1.74', '5B01[4.00,4.00,0.00]=2.53', 'CD37[0.00,0.00,0.00]=3.89', '1495[0.00,4.00,0.00]=4.23', 'le_us=2838', 'est[3.51,1.48,0.57,54]']"
"['592F[4.00,0.00,0.00]=1.73', '5B01[4.00,4.00,0.00]=2.51', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.25', 'le_us=2838', 'est[3.51,1.51,0.54,56]']"
"['592F[4.00,0.00,0.00]=1.78', '5B01[4.00,4.00,0.00]=2.48', 'CD37[0.00,0.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.25', 'le_us=2807', 'est[3.50,1.54,0.54,54]']"
"['592F[4.00,0.00,0.00]=1.81', '5B01[4.00,4.00,0.00]=2.48', 'CD37[0.00,0.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.22', 'le_us=2807', 'est[3.50,1.56,0.55,55]']"
"['592F[4.00,0.00,0.00]=1.87', '5B01[4.00,4.00,0.00]=2.45', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.23', 'le_us=2807', 'est[3.50,1.60,0.57,54]']"
"['592F[4.00,0.00,0.00]=1.90', '5B01[4.00,4.00,0.00]=2.42', 'CD37[0.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.25', 'le_us=2777', 'est[3.50,1.63,0.59,53]']"
"['592F[4.00,0.00,0.00]=1.91', '5B01[4.00,4.00,0.00]=2.43', 'CD37[0.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=4.32', 'le_us=3112', 'est[3.50,1.65,0.60,56]']"
"['592F[4.00,0.00,0.00]=1.92', '5B01[4.00,4.00,0.00]=2.35', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.24', 'le_us=3112', 'est[3.51,1.66,0.28,53]']"
"['592F[4.00,0.00,0.00]=1.97', '5B01[4.00,4.00,0.00]=2.34', 'CD37[0.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.17', 'le_us=2807', 'est[3.50,1.69,0.36,59]']"
"['592F[4.00,0.00,0.00]=1.98', '5B01[4.00,4.00,0.00]=2.30', 'CD37[0.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.17', 'le_us=2807', 'est[3.50,1.73,0.41,59]']"
"['592F[4.00,0.00,0.00]=2.06', '5B01[4.00,4.00,0.00]=2.32', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.14', 'le_us=2807', 'est[3.48,1.76,0.47,59]']"
"['592F[4.00,0.00,0.00]=2.10', '5B01[4.00,4.00,0.00]=2.30', 'CD37[0.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.17', 'le_us=2807', 'est[3.49,1.79,0.54,55]']"
"['592F[4.00,0.00,0.00]=2.06', '5B01[4.00,4.00,0.00]=2.29', 'CD37[0.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.18', 'le_us=2777', 'est[3.49,1.81,0.57,57]']"
"['592F[4.00,0.00,0.00]=2.09', '5B01[4.00,4.00,0.00]=2.22', 'CD37[0.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.12', 'le_us=2838', 'est[3.49,1.84,0.58,60]']"
"['592F[4.00,0.00,0.00]=2.14', '5B01[4.00,4.00,0.00]=2.18', 'CD37[0.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.08', 'le_us=2807', 'est[3.48,1.88,0.58,62]']"
"['592F[4.00,0.00,0.00]=2.15', '5B01[4.00,4.00,0.00]=2.16', 'CD37[0.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.11', 'le_us=2807', 'est[3.48,1.91,0.59,62]']"
"['592F[4.00,0.00,0.00]=2.17', '5B01[4.00,4.00,0.00]=2.11', 'CD37[0.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.13', 'le_us=2868', 'est[3.49,1.94,0.60,59]']"
"['592F[4.00,0.00,0.00]=2.25', '5B01[4.00,4.00,0.00]=2.08', 'CD37[0.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.11', 'le_us=3143', 'est[3.51,1.98,0.63,54]']"
"['592F[4.00,0.00,0.00]=2.25', '5B01[4.00,4.00,0.00]=2.09', 'CD37[0.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.01', 'le_us=2868', 'est[3.49,2.00,0.63,61]']"
"['5B01[4.00,4.00,0.00]=2.05', '592F[4.00,0.00,0.00]=2.26', '1495[0.00,4.00,0.00]=4.10', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=3051', 'est[3.51,2.03,0.30,54]']"
"['5B01[4.00,4.00,0.00]=2.00', '592F[4.00,0.00,0.00]=2.32', '1495[0.00,4.00,0.00]=4.11', 'CD37[0.00,0.00,0.00]=4.14', 'le_us=3021', 'est[3.54,2.07,0.05,54]']"
"['5B01[4.00,4.00,0.00]=1.98', '592F[4.00,0.00,0.00]=2.40', '1495[0.00,4.00,0.00]=4.01', 'CD37[0.00,0.00,0.00]=4.12', 'le_us=2868', 'est[3.53,2.11,-0.15,53]']"
"['5B01[4.00,4.00,0.00]=2.00', '592F[4.00,0.00,0.00]=2.37', '1495[0.00,4.00,0.00]=3.96', 'CD37[0.00,0.00,0.00]=4.11', 'le_us=2990', 'est[3.51,2.13,-0.29,57]']"
"['5B01[4.00,4.00,0.00]=1.93', '592F[4.00,0.00,0.00]=2.36', '1495[0.00,4.00,0.00]=3.99', 'CD37[0.00,0.00,0.00]=4.08', 'le_us=3051', 'est[3.51,2.16,-0.36,55]']"
"['5B01[4.00,4.00,0.00]=1.92', '592F[4.00,0.00,0.00]=2.43', '1495[0.00,4.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.15', 'le_us=2838', 'est[3.50,2.19,-0.44,56]']"
"['5B01[4.00,4.00,0.00]=1.91', '592F[4.00,0.00,0.00]=2.47', '1495[0.00,4.00,0.00]=3.95', 'CD37[0.00,0.00,0.00]=4.13', 'le_us=2868', 'est[3.50,2.22,-0.51,52]']"
"['5B01[4.00,4.00,0.00]=1.87', '592F[4.00,0.00,0.00]=2.50', '1495[0.00,4.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.15', 'le_us=2868', 'est[3.49,2.25,-0.56,52]']"
"['5B01[4.00,4.00,0.00]=1.80', '592F[4.00,0.00,0.00]=2.49', '1495[0.00,4.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.17', 'le_us=3051', 'est[3.51,2.25,-0.26,53]']"
"['5B01[4.00,4.00,0.00]=1.77', '592F[4.00,0.00,0.00]=2.62', '1495[0.00,4.00,0.00]=3.86', 'CD37[0.00,0.00,0.00]=4.21', 'le_us=2838', 'est[3.50,2.31,-0.37,52]']"
"['5B01[4.00,4.00,0.00]=1.78', '592F[4.00,0.00,0.00]=2.82', '1495[0.00,4.00,0.00]=3.88', 'CD37[0.00,0.00,0.00]=4.19', 'le_us=2594', 'est[3.50,2.38,-0.52,48]']"
"['5B01[4.00,4.00,0.00]=1.75', '592F[4.00,0.00,0.00]=2.85', '1495[0.00,4.00,0.00]=3.85', 'CD37[0.00,0.00,0.00]=4.19', 'le_us=2594', 'est[3.49,2.44,-0.63,48]']"
"['5B01[4.00,4.00,0.00]=1.77', '592F[4.00,0.00,0.00]=2.86', '1495[0.00,4.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.24', 'le_us=2563', 'est[3.50,2.49,-0.72,46]']"
"['5B01[4.00,4.00,0.00]=1.68', '592F[4.00,0.00,0.00]=2.76', '1495[0.00,4.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.27', 'le_us=2838', 'est[3.50,2.52,-0.74,54]']"
"['5B01[4.00,4.00,0.00]=1.70', '592F[4.00,0.00,0.00]=2.98', '1495[0.00,4.00,0.00]=3.79', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2594', 'est[3.49,2.58,-0.81,41]']"
"['5B01[4.00,4.00,0.00]=1.67', '592F[4.00,0.00,0.00]=3.00', '1495[0.00,4.00,0.00]=3.86', 'CD37[0.00,0.00,0.00]=4.27', 'le_us=2594', 'est[3.49,2.63,-0.86,42]']"
"['5B01[4.00,4.00,0.00]=1.66', '592F[4.00,0.00,0.00]=3.03', '1495[0.00,4.00,0.00]=3.77', 'CD37[0.00,0.00,0.00]=4.27', 'le_us=2624', 'est[3.48,2.67,-0.90,40]']"
"['5B01[4.00,4.00,0.00]=1.64', '592F[4.00,0.00,0.00]=2.89', 'CD37[0.00,0.00,0.00]=4.30', 'le_us=610', 'est[3.43,2.68,-0.85,76]']"
"['5B01[4.00,4.00,0.00]=1.60', '592F[4.00,0.00,0.00]=3.20', '1495[0.00,4.00,0.00]=3.79', 'CD37[0.00,0.00,0.00]=4.29', 'le_us=2655', 'est[3.44,2.75,-0.91,31]']"
"['5B01[4.00,4.00,0.00]=1.62', '592F[4.00,0.00,0.00]=2.98', '1495[0.00,4.00,0.00]=3.79', 'CD37[0.00,0.00,0.00]=4.35', 'le_us=2838', 'est[3.45,2.76,-0.92,46]']"
"['5B01[4.00,4.00,0.00]=1.56', '592F[4.00,0.00,0.00]=3.18', '1495[0.00,4.00,0.00]=3.76', 'CD37[0.00,0.00,0.00]=4.37', 'le_us=2624', 'est[3.45,2.81,-0.94,35]']"
"['5B01[4.00,4.00,0.00]=1.55', '592F[4.00,0.00,0.00]=3.28', '1495[0.00,4.00,0.00]=3.72', 'CD37[0.00,0.00,0.00]=4.38', 'le_us=2594', 'est[3.45,2.87,-0.98,30]']"
"['5B01[4.00,4.00,0.00]=1.50', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.77', 'CD37[0.00,0.00,0.00]=4.38', 'le_us=2594', 'est[3.46,2.89,-0.97,41]']"
"['5B01[4.00,4.00,0.00]=1.48', '592F[4.00,0.00,0.00]=3.35', '1495[0.00,4.00,0.00]=3.69', 'CD37[0.00,0.00,0.00]=4.38', 'le_us=2594', 'est[3.45,2.95,-0.99,28]']"
"['5B01[4.00,4.00,0.00]=1.44', '592F[4.00,0.00,0.00]=3.43', '1495[0.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=4.45', 'le_us=2594', 'est[3.45,3.02,-1.01,26]']"
"['5B01[4.00,4.00,0.00]=1.42', '592F[4.00,0.00,0.00]=3.42', '1495[0.00,4.00,0.00]=3.79', 'CD37[0.00,0.00,0.00]=4.44', 'le_us=2563', 'est[3.47,3.06,-1.03,23]']"
"['5B01[4.00,4.00,0.00]=1.39', '592F[4.00,0.00,0.00]=3.48', '1495[0.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=4.49', 'le_us=2746', 'est[3.46,3.12,-1.03,25]']"
"['5B01[4.00,4.00,0.00]=1.37', '592F[4.00,0.00,0.00]=3.50', '1495[0.00,4.00,0.00]=3.75', 'CD37[0.00,0.00,0.00]=4.47', 'le_us=2563', 'est[3.48,3.16,-1.04,21]']"
"['5B01[4.00,4.00,0.00]=1.36', '592F[4.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=4.48', 'le_us=2563', 'est[3.48,3.22,-1.06,19]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=3.50', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.54', 'le_us=2594', 'est[3.47,3.24,-1.04,25]']"
"['5B01[4.00,4.00,0.00]=1.30', '592F[4.00,0.00,0.00]=3.60', '1495[0.00,4.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=4.51', 'le_us=2563', 'est[3.46,3.28,-1.03,23]']"
"['5B01[4.00,4.00,0.00]=1.31', '592F[4.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=3.59', 'CD37[0.00,0.00,0.00]=4.52', 'le_us=2594', 'est[3.44,3.32,-1.03,22]']"
"['5B01[4.00,4.00,0.00]=1.27', '592F[4.00,0.00,0.00]=3.63', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.53', 'le_us=2563', 'est[3.45,3.35,-1.02,20]']"
"['5B01[4.00,4.00,0.00]=1.30', '592F[4.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=4.51', 'le_us=2502', 'est[3.45,3.23,-0.69,53]']"
"['5B01[4.00,4.00,0.00]=1.32', '592F[4.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=3.72', 'CD37[0.00,0.00,0.00]=4.61', 'le_us=2563', 'est[3.47,3.28,-0.79,17]']"
"['5B01[4.00,4.00,0.00]=1.27', '592F[4.00,0.00,0.00]=3.72', '1495[0.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=4.57', 'le_us=2563', 'est[3.47,3.34,-0.86,17]']"
"['5B01[4.00,4.00,0.00]=1.31', '592F[4.00,0.00,0.00]=3.71', '1495[0.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=4.53', 'le_us=2502', 'est[3.48,3.22,-0.55,54]']"
"['5B01[4.00,4.00,0.00]=1.32', '592F[4.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=3.71', 'CD37[0.00,0.00,0.00]=4.52', 'le_us=2502', 'est[3.33,3.28,-0.52,53]']"
"['5B01[4.00,4.00,0.00]=1.32', '592F[4.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=3.60', 'CD37[0.00,0.00,0.00]=4.51', 'le_us=2594', 'est[3.35,3.32,-0.65,21]']"
"['5B01[4.00,4.00,0.00]=1.29', '592F[4.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=4.56', 'le_us=2563', 'est[3.37,3.36,-0.75,19]']"
"['5B01[4.00,4.00,0.00]=1.29', '592F[4.00,0.00,0.00]=3.65', '1495[0.00,4.00,0.00]=3.60', 'CD37[0.00,0.00,0.00]=4.55', 'le_us=2594', 'est[3.38,3.39,-0.81,21]']"
"['5B01[4.00,4.00,0.00]=1.31', '1495[0.00,4.00,0.00]=3.70', '592F[4.00,0.00,0.00]=3.21', 'CD37[0.00,0.00,0.00]=4.53', 'le_us=2594', 'est[3.41,3.31,-0.42,47]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=3.68', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.53', 'le_us=2563', 'est[3.42,3.35,-0.59,19]']"
"['5B01[4.00,4.00,0.00]=1.30', '592F[4.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=3.60', 'CD37[0.00,0.00,0.00]=4.52', 'le_us=2563', 'est[3.42,3.37,-0.69,21]']"
"['5B01[4.00,4.00,0.00]=1.34', '592F[4.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=3.73', 'CD37[0.00,0.00,0.00]=4.58', 'le_us=2563', 'est[3.44,3.39,-0.80,17]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=3.74', '1495[0.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=4.52', 'le_us=2532', 'est[3.44,3.26,-0.48,53]']"
"['5B01[4.00,4.00,0.00]=1.32', '592F[4.00,0.00,0.00]=3.70', '1495[0.00,4.00,0.00]=3.60', 'CD37[0.00,0.00,0.00]=4.49', 'le_us=2563', 'est[3.43,3.32,-0.63,20]']"
"['5B01[4.00,4.00,0.00]=1.38', '592F[4.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=3.62', 'CD37[0.00,0.00,0.00]=4.49', 'le_us=2594', 'est[3.42,3.35,-0.75,20]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=3.73', '1495[0.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=4.63', 'le_us=2594', 'est[3.43,3.39,-0.84,16]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=3.26', '1495[0.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=4.49', 'le_us=2685', 'est[3.44,3.32,-0.84,40]']"
"['5B01[4.00,4.00,0.00]=1.34', '592F[4.00,0.00,0.00]=3.67', '1495[0.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=4.55', 'le_us=2624', 'est[3.44,3.36,-0.90,19]']"
"['5B01[4.00,4.00,0.00]=1.34', '592F[4.00,0.00,0.00]=3.65', '1495[0.00,4.00,0.00]=3.56', 'CD37[0.00,0.00,0.00]=4.52', 'le_us=2563', 'est[3.42,3.38,-0.93,23]']"
"['5B01[4.00,4.00,0.00]=1.35', '592F[4.00,0.00,0.00]=3.68', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.53', 'le_us=2655', 'est[3.42,3.40,-0.98,19]']"
"['5B01[4.00,4.00,0.00]=1.34', '592F[4.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=4.56', 'le_us=2594', 'est[3.43,3.42,-1.01,18]']"
"['5B01[4.00,4.00,0.00]=1.33', '592F[4.00,0.00,0.00]=3.70', '1495[0.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=4.50', 'le_us=2532', 'est[3.44,3.27,-0.66,53]']"
"['5B01[4.00,4.00,0.00]=1.36', '592F[4.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=4.53', 'le_us=2624', 'est[3.44,3.31,-0.77,19]']"
"['5B01[4.00,4.00,0.00]=1.37', '592F[4.00,0.00,0.00]=3.20', '1495[0.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=4.62', 'le_us=2838', 'est[3.44,3.25,-0.78,42]']"
